Company name,Notes,Status,Last modified,Where to apply,Industry,Location,Founded Date,Founders,Funding Status,Last Funding Type,Number of Employees,Revenue Range,Hug Tags,Ipo Status,Company Type,Number of Acquisitions,Total Funding,Headquarters Location,Headquarters Regions
Alaska Airlines,"Reports of a hiring freeze and hiring. See below:
Hiring freeze:","Hiring  freeze,Hiring",2020-04-10T19:17:53.000Z,https://alaskaair.jobs/,,,,,,,,,,,,,,,
Alaska Botanical Garden,"
",Hiring  freeze,2020-04-10T14:15:35.000Z,,,,,,,,,,,,,,,,
Albert,"https://jobs.lever.co/meetalbert/
",Hiring,2020-04-02T16:11:18.000Z,,,,,,,,,,,,,,,,
Albert Einstein College of Medicine,"Postdoctoral scientist offers rescinded
1 report of hiring","Hiring  freeze,Offers rescinded",2020-04-04T19:21:32.000Z,,,,,,,,,,,,,,,,
Albert einstein medical college,"
",Hiring,2020-04-05T12:35:31.000Z,,,,,,,,,,,,,,,,
Aldi,Hiring for store associates,Hiring,2020-04-02T04:12:49.000Z,,,,,,,,,,,,,,,,
aldo,"
",Hiring  freeze,2020-04-02T04:12:59.000Z,,,,,,,,,,,,,,,,
"Alector, Inc","
",Hiring,2020-04-02T16:26:37.000Z,,,,,,,,,,,,,,,,
Alegeus,"The entire organization is having a temporary hiring freeze.
",Hiring  freeze,2020-03-30T04:25:36.000Z,,,,,,,,,,,,,,,,
Alert Logic,"
",Hiring  freeze,2020-04-02T21:11:14.000Z,,,,,,,,,,,,,,,,
AlertMedia,"All roles- Apply here: https://boards.greenhouse.io/alertmedia
",Hiring,2020-04-10T14:15:45.000Z,,,,,,,,,,,,,,,,
Alexander Group,"Read below:
Rescinded internship offers",Offers rescinded,2020-03-29T18:00:27.000Z,https://www.alexandergroup.com/careers/current-openings/,,,,,,,,,,,,,,,
Alexion,"
",Hiring,2020-04-02T23:37:21.000Z,,,,,,,,,,,,,,,,
Alibaba,"
",Hiring,2020-04-01T02:02:39.000Z,,,,,,,,,,,,,,,,
alienvault ,"
",Hiring,2020-04-09T23:19:49.000Z,,,,,,,,,,,,,,,,
Aliera,"
",Hiring,2020-04-07T18:17:09.000Z,,,,,,,,,,,,,,,,
Alight,1 report of hiring,"Hiring  freeze,Hiring",2020-04-06T15:59:35.000Z,,,,,,,,,,,,,,,,
Align Technology,"Whole company
",Hiring  freeze,2020-04-07T18:17:25.000Z,,,,,,,,,,,,,,,,
AlixPartners,"Told they want to continue to the recruiting process for my role but will need to wait a few months. (4/3)
","Hiring  freeze,Hiring",2020-04-06T21:00:32.000Z,,,,,,,,,,,,,,,,
Alkermes ,"
",Hiring,2020-04-04T19:25:04.000Z,,,,,,,,,,,,,,,,
All Web Leads,"Technology, Marketing, Sales, Policy Sales, Contact Center
",Hiring,2020-04-01T02:03:14.000Z,,,,,,,,,,,,,,,,
ALLCARGO,"FREIGHT FORWARDONG
",Hiring,2020-04-08T15:38:51.000Z,,,,,,,,,,,,,,,,
"Allegiance Industries, Inc.","Electricians, Forklift Operator, Janitorial, Painter, Day Porter  positions in GA NC SC TN http://allegianceindustries.com/careers/
",Hiring,2020-04-09T22:02:05.000Z,http://allegianceindustries.com/careers/,,,,,,,,,,,,,,,
Allegiant Travel,"
",Hiring  freeze,2020-04-10T14:22:29.000Z,,,,,,,,,,,,,,,,
Allegion ,4 reports of hiring,Hiring,2020-04-04T19:27:06.000Z,,,,,,,,,,,,,,,,
Allegis Group,"Hiring
",Hiring,2020-04-01T00:23:28.000Z,,,,,,,,,,,,,,,,
Allegro.pl,"
",Hiring,2020-04-04T19:27:40.000Z,,,,,,,,,,,,,,,,
Allen Institute for Artificial Intelligence,1 report of a hiring freeze,Hiring  freeze,2020-04-04T19:28:55.000Z,,,,,,,,,,,,,,,,
Allergan ,"
",Hiring  freeze,2020-04-03T20:41:21.000Z,,,,,,,,,,,,,,,,
Alliance Bernstein ,"Went through first round and was told by recruiter hiring freezes shortly after
",Hiring  freeze,2020-03-30T06:44:10.000Z,,,,,,,,,,,,,,,,
Allianz,"I was waiting to hear back about final round interviews, got a call from the recruiter saying the position was frozen
",Hiring  freeze,2020-04-05T14:26:34.000Z,,,,,,,,,,,,,,,,
ALLIED IRISH BANKS,"
",Hiring,2020-04-08T15:38:00.000Z,,,,,,,,,,,,,,,,
Allied Universal Security,"Business site security guards. 
",Hiring,2020-04-07T18:18:45.000Z,,,,,,,,,,,,,,,,
ALLINA,"
",Hiring,2020-04-04T16:15:36.000Z,,,,,,,,,,,,,,,,
Allina Health,"Nurse
",Hiring,2020-04-07T16:21:07.000Z,,,,,,,,,,,,,,,,
Allnex ,"
",Hiring  freeze,2020-04-03T23:46:55.000Z,,,,,,,,,,,,,,,,
Alloy LED,"furloughing and firing employees
",Layoffs,2020-04-08T15:37:51.000Z,,,,,,,,,,,,,,,,
Allscripts,"multiple reports of hiring, hiring freeze, and layoffs
",Hiring  freeze,2020-04-10T14:16:20.000Z,,,,,,,,,,,,,,,,
Allset,"
",Hiring,2020-04-07T18:19:05.000Z,,,,,,,,,,,,,,,,
Allstate,"1 person confirmed they were given a start date, so might still be processing those in the process.",Hiring,2020-04-01T02:04:08.000Z,https://careers.allstate.com/,,,,,,,,,,,,,,,
Allvue Systems,"
",Hiring,2020-04-04T18:21:35.000Z,,,,,,,,,,,,,,,,
Ally,"
",Hiring,2020-04-10T14:16:34.000Z,,,,,,,,,,,,,,,,
Alma,"Hiring for a few roles (Operations Associate, Insurance Operations Biller (mental health), engineer manager, BDR) - full list here! https://boards.greenhouse.io/alma
",Hiring,2020-04-07T18:19:53.000Z,,,,,,,,,,,,,,,,
Alnylam ,"Hiring freeze across whole company, No layoffs
",Hiring  freeze,2020-04-08T15:37:25.000Z,,,,,,,,,,,,,,,,
Alpha HQ,"engineering
",Hiring,2020-04-10T14:17:00.000Z,,,,,,,,,,,,,,,,
Alpha Networks,"
",Hiring  freeze,2020-04-05T14:21:39.000Z,,,,,,,,,,,,,,,,
AlphaBEST Education,"
",Hiring  freeze,2020-04-01T02:04:20.000Z,,,,,,,,,,,,,,,,
AlphaSights,"AlphaSights is still hiring Product and Client Service roles, virtual interviewing and onboarding, no in-person required. 
",Hiring,2020-04-08T15:36:35.000Z,,,,,,,,,,,,,,,,
Alphasights,"senior role paused, in-person required. 1 report of hiring freeze.
","Hiring,Hiring  freeze",2020-04-07T15:53:50.000Z,https://www.alphasights.com/careers/open-positions?locale=en&region=the_americas&experience=All%20Experience%20Levels,,,,,,,,,,,,,,,
Alphero,"Vast reduction of entire web team
",Layoffs,2020-04-08T15:33:51.000Z,,,,,,,,,,,,,,,,
ALSAC,All roles except remote are on hold. 2 reports of hiring,"Hiring  freeze,Hiring",2020-04-10T14:17:14.000Z,https://www.stjude.org/jobs/alsac.html,,,,,,,,,,,,,,,
Altaflux  Corporation,"
",Layoffs,2020-04-08T15:33:33.000Z,,,,,,,,,,,,,,,,
Altair ,"
",Hiring,2020-04-01T02:04:40.000Z,,,,,,,,,,,,,,,,
ALTEN,"
",Layoffs,2020-04-08T15:32:38.000Z,,,,,,,,,,,,,,,,
Alterra Mountain Company,"Hospitality Company
2 reports of hiring freezes",Hiring  freeze,2020-04-06T16:27:27.000Z,,,,,,,,,,,,,,,,
Alteryx,"1 report of hiring including Sales - Toronto. 1 report of hiring freeze.
","Hiring,Hiring  freeze",2020-04-06T19:38:48.000Z,,,,,,,,,,,,,,,,
Altice USA,"Temporarily paused external recruiting
",Hiring  freeze,2020-04-07T19:52:37.000Z,,,,,,,,,,,,,,,,
Altimetrik,"
",Hiring,2020-03-31T18:41:48.000Z,https://www.altimetrik.com/join-our-team/,,,,,,,,,,,,,,,
Altisource,"
",Layoffs,2020-04-08T15:32:13.000Z,,,,,,,,,,,,,,,,
Altitude Networks,1 report of hiring,Hiring,2020-04-04T19:36:05.000Z,,,,,,,,,,,,,,,,
Alto (Alto Pharmacy),"Company rep reached out and confirmed they are hiring. Another report said no roles are on hold. 
",Hiring,2020-04-01T22:02:27.000Z,https://alto.com/careers,,,,,,,,,,,,,,,
ALTO Network,"All roles
",Hiring,2020-04-07T18:20:33.000Z,,,,,,,,,,,,,,,,
Alto shaam,"
",Hiring  freeze,2020-04-06T22:46:53.000Z,,,,,,,,,,,,,,,,
Altonomy,"
",Hiring,2020-04-03T20:58:48.000Z,,,,,,,,,,,,,,,,
Altoros,"
",Hiring,2020-04-04T19:36:40.000Z,,,,,,,,,,,,,,,,
Altran,"Altran NA is still hiring selectively.
","Hiring  freeze,Hiring",2020-04-05T13:58:42.000Z,,,,,,,,,,,,,,,,
Altus Assessments,"https://altusassessments.com/company/careers/#postings
",Hiring,2020-04-09T23:46:50.000Z,https://altusassessments.com/company/careers/#postings,,,,,,,,,,,,,,,
Altus Group,"61 openings as of 4/3/20 https://www.altusgroup.com/careers
",Hiring,2020-04-04T19:37:38.000Z,,,,,,,,,,,,,,,,
Alvarez and Marsal,"
",Hiring  freeze,2020-04-07T18:20:52.000Z,,,,,,,,,,,,,,,,
Alvarez and marsal,"
",Hiring,2020-04-04T17:58:17.000Z,,,,,,,,,,,,,,,,
Alyce,"Not an employee but close with current staff. They will be filling the last few positions before entering a freeze.
",Hiring  freeze,2020-04-02T20:35:38.000Z,,,,,,,,,,,,,,,,
Amadeus,"Laying off contractors, will layoff more if situation does not improve
1 report of hiring","Hiring  freeze,Hiring",2020-04-06T17:24:51.000Z,https://jobs.amadeus.com/,,,,,,,,,,,,,,,
Amazon,"Multiple reports of hiring and a hiring freeze. Details below:
Hiring:","Hiring,Hiring  freeze",2020-04-10T17:35:30.000Z,https://www.amazon.jobs/en,,,,,,,,,,,,,,,
Amazon Web Services,"All roles, especially Cleared (TS or higher) www.amazon.jobs/awsclearedvets for cleared roles. One additional report of hiring with no note.
",Hiring,2020-04-09T21:29:54.000Z,,,,,,,,,,,,,,,,
Ambarella,"
",Hiring  freeze,2020-04-06T20:08:51.000Z,,,,,,,,,,,,,,,,
Ambassador Software,"
",Hiring,2020-04-07T18:21:12.000Z,,,,,,,,,,,,,,,,
AMBOSS,"
",Hiring,2020-04-07T18:21:23.000Z,,,,,,,,,,,,,,,,
Ambra Health,"Engineering https://news.ycombinator.com/item?id=22753397
",Hiring,2020-04-02T04:14:47.000Z,,,,,,,,,,,,,,,,
ambright,"
",Hiring,2020-04-07T18:21:44.000Z,,,,,,,,,,,,,,,,
Ambush Consulting,"
",Hiring,2020-04-03T21:58:38.000Z,,,,,,,,,,,,,,,,
AMC Entertainment,,Layoffs,2020-03-29T19:01:38.000Z,,,,,,,,,,,,,,,,
AMD,"Reports of a hiring freeze. See below:
Hiring freeze:","Hiring,Hiring  freeze",2020-04-09T17:22:52.000Z,,,,,,,,,,,,,,,,
Amdocs,,Hiring,2020-03-29T14:40:37.000Z,,,,,,,,,,,,,,,,
Ameren,"
",Hiring  freeze,2020-04-08T15:26:58.000Z,,,,,,,,,,,,,,,,
American,"
",Hiring,2020-04-03T23:58:44.000Z,,,,,,,,,,,,,,,,
American Advisors Group (AAG),"In the final stage of the interview process and was told there is a company wide freeze for 2 weeks. 
",Hiring  freeze,2020-04-08T15:25:57.000Z,,,,,,,,,,,,,,,,
American Airlines,"Reports of layoffs and a hiring freeze. See below:
Layoffs:","Layoffs,Hiring  freeze",2020-04-07T18:22:04.000Z,https://jobs.aa.com/,,,,,,,,,,,,,,,
American Bankers Association ,"
",Hiring,2020-04-06T22:47:15.000Z,,,,,,,,,,,,,,,,
american campus,"
",Hiring,2020-04-01T02:07:27.000Z,,,,,,,,,,,,,,,,
American Cancer Society,"multiple reports
",Hiring  freeze,2020-04-10T14:19:07.000Z,,,,,,,,,,,,,,,,
American Chemical Society (ACS),"
",Hiring  freeze,2020-04-01T02:07:37.000Z,,,,,,,,,,,,,,,,
American Eagle Outfitters,2 reports of layoffs with no notes,Hiring  freeze,2020-04-04T15:36:50.000Z,,,,,,,,,,,,,,,,
American Express,"Multiple reports of hiring and hiring freeze. Details below:
Hiring: ",Hiring  freeze,2020-04-07T18:22:24.000Z,https://careers.americanexpress.com/,,,,,,,,,,,,,,,
American Family Insurance,"
",Hiring,2020-04-08T15:25:04.000Z,,,,,,,,,,,,,,,,
American Fidelity,"
",Hiring,2020-04-02T04:15:29.000Z,,,,,,,,,,,,,,,,
American Greetings,"Company wide
",Hiring  freeze,2020-04-07T16:14:26.000Z,,,,,,,,,,,,,,,,
American Heart Association,"Received note from Human Resources stating they are temporarily delaying a number of positions
",Hiring  freeze,2020-04-01T02:09:05.000Z,,,,,,,,,,,,,,,,
American Hotel Register,"60% furlough 
",Hiring  freeze,2020-04-04T17:58:04.000Z,,,,,,,,,,,,,,,,
American Kennel Club,"1 report of layoffs with no comment
",Hiring  freeze,2020-04-07T00:49:20.000Z,,,,,,,,,,,,,,,,
American Medical response,"
",Hiring,2020-04-08T15:24:55.000Z,,,,,,,,,,,,,,,,
American national,"
",Hiring,2020-04-06T22:45:01.000Z,,,,,,,,,,,,,,,,
American TelePhysicians,"
",Hiring,2020-04-01T02:09:33.000Z,,,,,,,,,,,,,,,,
American University of the Caribbean School of Medicine,"
",Hiring,2020-04-01T02:09:24.000Z,,,,,,,,,,,,,,,,
Americold,"
",Hiring,2020-04-04T13:41:26.000Z,,,,,,,,,,,,,,,,
Ameriprise,"
",Hiring,2020-04-04T19:43:42.000Z,,,,,,,,,,,,,,,,
Ameriprise Financial,"
",Hiring,2020-04-07T18:22:42.000Z,,,,,,,,,,,,,,,,
Amf spa,"
",Hiring,2020-04-07T16:00:48.000Z,,,,,,,,,,,,,,,,
Amgen,"Reports of hiring and a hiring freeze. Details below:
Hiring freeze:","Hiring  freeze,Hiring",2020-04-09T18:06:01.000Z,,,,,,,,,,,,,,,,
Amobee,"All roles.
",Hiring,2020-04-07T18:23:00.000Z,,,,,,,,,,,,,,,,
Amount,"2 reports
",Hiring  freeze,2020-04-08T18:45:48.000Z,,,,,,,,,,,,,,,,
amp,"
",Hiring,2020-04-06T20:54:03.000Z,,,,,,,,,,,,,,,,
Ampere Computing,"https://amperecomputing.com/careers/
",Hiring,2020-04-04T19:44:40.000Z,,,,,,,,,,,,,,,,
Amphenol ,"
",Hiring,2020-04-02T23:46:54.000Z,,,,,,,,,,,,,,,,
Amplero,"Company shutting down completely
",Layoffs,2020-04-08T15:21:35.000Z,,,,,,,,,,,,,,,,
Amplified IT,"Product Manager, Sales, and Finance
",Hiring,2020-04-04T19:44:53.000Z,,,,,,,,,,,,,,,,
Amplitude,"1 report of hiring freeze and sales offer rescinded
","Hiring,Hiring  freeze",2020-04-06T19:59:27.000Z,,,,,,,,,,,,,,,,
Ampush,"
",Hiring,2020-04-03T23:37:52.000Z,,,,,,,,,,,,,,,,
AMR ,"
",Hiring,2020-04-07T18:23:20.000Z,,,,,,,,,,,,,,,,
Amrock,"
",Hiring,2020-04-07T18:23:35.000Z,,,,,,,,,,,,,,,,
Amtrak,"Significantly reduced new job opportunities 
",Hiring,2020-04-04T19:45:45.000Z,,,,,,,,,,,,,,,,
amundi,"
",Hiring,2020-04-06T19:53:41.000Z,,,,,,,,,,,,,,,,
amunix,"
",Hiring,2020-04-07T18:24:09.000Z,,,,,,,,,,,,,,,,
Amura,"
",Hiring,2020-04-06T17:39:45.000Z,,,,,,,,,,,,,,,,
Amwell,"entering interview process
2 reports of hiring",Hiring,2020-04-04T19:46:47.000Z,,,,,,,,,,,,,,,,
Ana & Robert h Lurie hospital,"
",Hiring,2020-04-05T16:01:55.000Z,,,,,,,,,,,,,,,,
"Anaconda, Inc.",,Hiring  freeze,2020-03-29T11:19:17.000Z,,,,,,,,,,,,,,,,
Analog Devices (ADI),,Hiring  freeze,2020-03-28T15:39:56.000Z,https://careers.analog.com/,,,,,,,,,,,,,,,
Analog Federal,"Software roles
",Hiring,2020-04-06T16:27:07.000Z,,,,,,,,,,,,,,,,
Analysis Group,Associate - Health Care,Hiring  freeze,2020-04-02T04:46:28.000Z,,,,,,,,,,,,,,,,
Anaplan,"Rescinded internship offers, still honoring full-time offers.","Offers rescinded,Hiring",2020-04-01T02:11:21.000Z,https://boards.greenhouse.io/anaplan,,,,,,,,,,,,,,,
Anark,"Still hiring software engineers
",Hiring,2020-04-07T18:24:45.000Z,,,,,,,,,,,,,,,,
Ancestry,"For most of roles, except mission-critical roles ( 5 reports)
",Hiring  freeze,2020-04-07T18:24:50.000Z,,,,,,,,,,,,,,,,
AND Digital,"
",Hiring,2020-04-07T18:25:07.000Z,,,,,,,,,,,,,,,,
Andela,,Hiring,2020-03-29T10:01:57.000Z,https://andela.com/careers/,,,,,,,,,,,,,,,
Andersen Corporation,"
",Hiring  freeze,2020-04-03T21:44:28.000Z,,,,,,,,,,,,,,,,
Anderson Merchandisers,"The requirement has increased suddenly. More merchandiser staff is required for Walmart.
",Hiring,2020-04-01T02:12:10.000Z,,,,,,,,,,,,,,,,
andium,"
",Hiring,2020-04-10T14:20:49.000Z,,,,,,,,,,,,,,,,
"AndPlus, LLC","Data Science, Sales, Marketing, React.js, .NET, Java
",Hiring,2020-04-04T14:46:20.000Z,,,,,,,,,,,,,,,,
AngelList,"Across the board (all Venture, Talent, Product Hunt) - 6 reports
",Layoffs,2020-04-01T02:12:45.000Z,https://angel.co/company/angellist/jobs,,,,,,,,,,,,,,,
AnheuserBusch ,"
",Layoffs,2020-04-07T18:25:18.000Z,,,,,,,,,,,,,,,,
Animoto,"We are currently only looking for Product Manager and Director of Customer Acquisition
",Hiring,2020-04-07T18:25:32.000Z,,,,,,,,,,,,,,,,
AnitaB.org,"All but one position pulled down from site.
",Hiring  freeze,2020-04-08T15:20:47.000Z,,,,,,,,,,,,,,,,
Anitian,"
",Hiring,2020-04-07T18:25:54.000Z,,,,,,,,,,,,,,,,
Ankr,"VP of Engineering, Product Manager
",Hiring,2020-04-03T20:59:37.000Z,,,,,,,,,,,,,,,,
Ankura,"2 reports
",Layoffs,2020-04-07T18:26:22.000Z,,,,,,,,,,,,,,,,
Ann Taylor/LOFT,"Sales Associates (also furloughing employees)
",Layoffs,2020-04-07T18:26:00.000Z,,,,,,,,,,,,,,,,
Anomaly ,"10% downsize (advertising agency)
",Layoffs,2020-04-09T09:39:12.000Z,,,,,,,,,,,,,,,,
Ansys,"Pre-Sales Engineers, Sales Team
",Hiring,2020-04-07T18:27:11.000Z,,,,,,,,,,,,,,,,
Antaes Asia Pte Ltd,"Several of Tech positions/Developers
",Hiring,2020-04-07T20:03:58.000Z,,,,,,,,,,,,,,,,
Antares,"
",Hiring,2020-04-07T18:27:45.000Z,,,,,,,,,,,,,,,,
Anthem,"Hiring across the board. Additional report of a hiring freeze noting Internship (4/9).
","Hiring,Hiring  freeze",2020-04-10T20:16:33.000Z,,,,,,,,,,,,,,,,
Anthesis Group,"
",Hiring  freeze,2020-04-04T18:05:39.000Z,,,,,,,,,,,,,,,,
Anvyl,"Hiring for full-stack product engineers
",Hiring,2020-03-29T22:06:39.000Z,https://anvyl.com/about/#careers,,,,,,,,,,,,,,,
Any,"Security
",Hiring,2020-04-09T18:04:37.000Z,,,,,,,,,,,,,,,,
Anyscale,"Hiring for all roles.
",Hiring,2020-03-28T18:29:33.000Z,https://jobs.lever.co/anyscale,,,,,,,,,,,,,,,
Anyvision,,"Layoffs,Hiring  freeze",2020-03-29T11:20:06.000Z,,,,,,,,,,,,,,,,
Aon,"5 reports of freeze
",Hiring  freeze,2020-04-06T22:20:47.000Z,https://jobs.aon.com/,,,,,,,,,,,,,,,
Apartment List,"2 reports of hiring
",Hiring  freeze,2020-04-04T19:48:42.000Z,,,,,,,,,,,,,,,,
APCO Worldwide,"
",Hiring,2020-04-10T13:56:11.000Z,,,,,,,,,,,,,,,,
Apercen Partners,"
",Hiring  freeze,2020-04-04T19:50:31.000Z,,,,,,,,,,,,,,,,
Apex Clean Energy,"Internships
",Hiring  freeze,2020-04-04T19:50:55.000Z,,,,,,,,,,,,,,,,
Apex Tool Group,"
",Hiring  freeze,2020-04-04T14:36:47.000Z,,,,,,,,,,,,,,,,
Apex.AI,"Across the company
",Hiring  freeze,2020-04-04T19:49:24.000Z,,,,,,,,,,,,,,,,
Apifiny Group,"Still hiring across the organization 
",Hiring,2020-03-30T06:37:45.000Z,https://www.linkedin.com/company/apifiny1/jobs/,,,,,,,,,,,,,,,
APMT,"Company wide
",Hiring  freeze,2020-04-06T16:28:05.000Z,,,,,,,,,,,,,,,,
Apollo Global Management ,"All teams 
",Hiring,2020-04-04T19:52:36.000Z,,,,,,,,,,,,,,,,
Apollo GraphQL,"Solutions Engineering
",Hiring,2020-04-07T18:28:25.000Z,,,,,,,,,,,,,,,,
Apollo Medical,"
",Hiring,2020-04-06T20:17:56.000Z,,,,,,,,,,,,,,,,
App Annie,"Across the company, all new roles frozen
",Hiring  freeze,2020-04-07T18:28:43.000Z,,,,,,,,,,,,,,,,
AppDirect,"
",Hiring  freeze,2020-04-06T16:10:47.000Z,,,,,,,,,,,,,,,,
AppDynamics,,Hiring,2020-03-28T18:16:43.000Z,https://www.appdynamics.com/company/careers,,,,,,,,,,,,,,,
Appen,"For corporate and crowd roles. 
",Hiring,2020-04-07T18:28:59.000Z,,,,,,,,,,,,,,,,
Appfolio,"hiring for critical roles
1 report of hiring",Hiring  freeze,2020-04-04T19:55:50.000Z,https://www.appfolioinc.com/careers,,,,,,,,,,,,,,,
AppGate,"regional sales & sales engineers
",Hiring,2020-04-06T21:50:33.000Z,,,,,,,,,,,,,,,,
Appian,"Reports of hiring and a hiring freeze. See below:
Hiring:",Hiring,2020-04-09T23:23:00.000Z,,,,,,,,,,,,,,,,
Applause,"

","Hiring  freeze,Layoffs",2020-03-28T21:24:53.000Z,https://www.applause.com/jobs,,,,,,,,,,,,,,,
Apple,"Reports of continued hiring and claims of a hiring freeze. See below:
Hiring:","Hiring,Hiring  freeze",2020-04-09T21:18:09.000Z,https://www.apple.com/jobs/us/,,,,,,,,,,,,,,,
Applico,"Hiring specific roles
",Hiring,2020-04-07T18:30:09.000Z,,,,,,,,,,,,,,,,
Applied Intuition,"Hiring across roles and locations with a focus on engineering in the Bay Area, applied.co/careers
",Hiring,2020-04-04T19:56:57.000Z,,,,,,,,,,,,,,,,
Applied Materials,"3 reports
",Hiring,2020-04-01T02:15:50.000Z,,,,,,,,,,,,,,,,
Applied Medical,"internships only
",Offers rescinded,2020-03-28T20:58:09.000Z,,,,,,,,,,,,,,,,
AppliedVR,"Reported layoff of 1/3 of workforce
",Layoffs,2020-03-28T22:53:12.000Z,https://angel.co/company/appliedvr/jobs,,,,,,,,,,,,,,,
Applitools,,Hiring  freeze,2020-04-04T03:37:24.000Z,https://applitools.com/careers,,,,,,,,,,,,,,,
Applovin,"Perhaps only will hire for critical roles/technical jobs during CV19 SIPs.
",Hiring  freeze,2020-04-04T19:57:32.000Z,,,,,,,,,,,,,,,,
Applyboard,"We continue to hire for critical roles in Engineering, Sales, CX, Operations and Executive talent. 
",Hiring,2020-04-01T02:16:18.000Z,https://www.applyboard.com/careers,,,,,,,,,,,,,,,
AppOmni,"
",Hiring,2020-04-04T19:57:51.000Z,,,,,,,,,,,,,,,,
Appsflyer,"Company reports it's still hiring.
","Hiring,Hiring  freeze",2020-04-04T19:00:23.000Z,,,,,,,,,,,,,,,,
AppSumo,"Contractors have been laid off, some offers have been rescinded
","Hiring  freeze,Offers rescinded,Layoffs",2020-03-28T18:04:28.000Z,https://appsumo.com/careers/,,,,,,,,,,,,,,,
Apptio,"Apptio was as of two weeks ago
",Hiring,2020-03-28T23:48:38.000Z,https://www.apptio.com/company/careers/job-openings/,,,,,,,,,,,,,,,
Apptopia,"Hiring for all positions
",Hiring,2020-03-31T04:58:35.000Z,http://apptopia.com/careers,,,,,,,,,,,,,,,
Aptiv,"Two weeks of furloughs/temporary layoff.
",Hiring,2020-04-04T19:58:26.000Z,,,,,,,,,,,,,,,,
Aptiv Hyundai JV,"More about Aptiv JV: https://www.aptiv.com/newsroom/article/aptiv-and-hyundai-motor-group-to-form-autonomous-driving-joint-venture
",Hiring,2020-03-29T10:56:41.000Z,https://www.aptiv.com/careers,,,,,,,,,,,,,,,
Aptive Environmental,"
",Hiring,2020-04-03T21:53:03.000Z,,,,,,,,,,,,,,,,
Aptology,"
",Hiring,2020-04-04T19:58:56.000Z,,,,,,,,,,,,,,,,
Apttus,"
",Hiring  freeze,2020-04-04T18:44:31.000Z,,,,,,,,,,,,,,,,
AQuity Solutions,,Hiring  freeze,2020-03-29T14:41:38.000Z,,,,,,,,,,,,,,,,
Aramark,"Our website is up to date with positions that are actively recruiting. Our healthcare roles, correctional facilities, and custodial hourly roles are all actively recruiting. 
1 user report of layoff with no notes",Hiring,2020-04-02T04:51:12.000Z,,,,,,,,,,,,,,,,
Aramco,"
",Hiring  freeze,2020-04-05T12:57:19.000Z,,,,,,,,,,,,,,,,
Arc,"
",Hiring,2020-04-04T16:23:21.000Z,,,,,,,,,,,,,,,,
arc light consulting,"
",Hiring  freeze,2020-04-04T19:59:51.000Z,,,,,,,,,,,,,,,,
arc.dev,"IT roles, for clients (freelance and long-term contracts)
",Hiring,2020-04-06T21:03:07.000Z,,,,,,,,,,,,,,,,
Arc'teryx Equipment,"
",Hiring  freeze,2020-04-07T18:30:59.000Z,,,,,,,,,,,,,,,,
Arcadia,"Looking for those interested in helping us build a 100% renewable energy future! Hiring actively for a Communications Manager, Senior DevOps Engineer, Chief Financial Officer, and a Design Director! arcadia.com/careers
",Hiring,2020-04-01T02:17:18.000Z,,,,,,,,,,,,,,,,
Arcadis,"3 reports of hiring freezes
",Hiring  freeze,2020-04-07T16:08:25.000Z,,,,,,,,,,,,,,,,
Arcbest,"
",Hiring  freeze,2020-04-07T18:31:19.000Z,,,,,,,,,,,,,,,,
Arcelor Mittal,,Hiring  freeze,2020-03-29T13:21:17.000Z,,,,,,,,,,,,,,,,
Arcesium,"
",Hiring,2020-03-30T14:51:29.000Z,,,,,,,,,,,,,,,,
