date,source_id,cost
4/24/14,PA0293,155
2/16/14,PA0126,3116
3/10/14,PA0368,333
3/1/14,PA0411,7839
3/8/14,PA0923,5421
7/18/14,PA0394,5301
3/27/14,PA0552,808
7/5/14,PA0672,9590
4/25/14,PA0169,5823
5/15/14,PA0619,6728
12/11/14,PA0607,986
7/26/14,PA0169,5110
12/22/14,PA0467,5666
7/26/14,PA0394,1554
10/2/14,PA0277,6085
10/3/14,PA0751,7529
1/23/14,PA0732,5376
12/2/14,PA0751,7937
10/31/14,PA0552,8782
12/16/14,PA0552,1512
9/30/14,PA0526,2579
11/8/14,PA0394,5591
6/23/14,PA0830,236
10/15/14,PA0057,9180
5/22/14,PA0752,6484
10/1/14,PA0873,3576
2/26/14,PA0873,3534
6/20/14,PA0527,1144
11/15/14,PA0308,3468
3/13/14,PA0752,3725
5/26/14,PA0859,7226
12/7/14,PA0958,5795
1/13/14,PA0577,2183
7/2/14,PA0672,7619
8/5/14,PA0900,6912
5/18/14,PA0607,1874
4/13/14,PA0198,3414
12/6/14,PA0474,7864
9/5/14,PA0354,9797
3/17/14,PA0732,1227
9/4/14,PA0659,4582
2/5/14,PA0659,4048
6/15/14,PA0527,9686
6/23/14,PA0552,2401
1/6/14,PA0270,4008
1/7/14,PA0169,7135
8/13/14,PA0696,8746
5/1/14,PA0168,2421
1/26/14,PA0830,9197
2/1/14,PA0318,7004
3/28/14,PA0900,9643
7/23/14,PA0352,1535
11/21/14,PA0843,8130
5/25/14,PA0696,7515
7/12/14,PA0202,3868
5/13/14,PA0672,7994
10/16/14,PA0470,6183
9/13/14,PA0973,8708
8/19/14,PA0678,NA
9/18/14,PA0543,8470
4/27/14,PA0527,5633
11/27/14,PA0277,4928
1/30/14,PA0368,2430
5/15/14,PA0808,2012
8/13/14,PA0619,7931
3/9/14,PA0696,9926
4/6/14,PA0198,8540
6/17/14,PA0808,1682
3/16/14,PA0534,2264
7/23/14,PA0619,8502
9/23/14,PA0394,1878
3/6/14,PA0198,6021
11/18/14,PA0411,7689
11/20/14,PA0318,2834
11/8/14,PA0470,8345
9/22/14,PA0470,1988
4/11/14,PA0338,2550
10/4/14,PA0467,2337
12/25/14,PA0958,9516
8/27/14,PA0843,9099
1/22/14,PA0354,9934
8/29/14,PA0126,332
5/3/14,PA0174,3505
12/3/14,PA0354,3562
12/3/14,PA0952,9617
7/17/14,PA0526,2973
12/18/14,PA0752,3496
5/17/14,PA0958,6806
11/16/14,PA0696,7539
2/8/14,PA0923,6334
5/11/14,PA0792,8646
3/23/14,PA0354,8869
9/11/14,PA0174,3557
11/27/14,PA0482,818
4/30/14,PA0126,8341
9/3/14,PA0308,5738
6/13/14,PA0270,2722
2/16/14,PA0354,938
8/15/14,PA0368,9114
6/8/14,PA0659,2804
2/11/14,PA0482,4908
1/29/14,PA0202,4936
5/2/14,PA0534,4989
1/17/14,PA0482,4184
12/8/14,PA0057,4193
6/12/14,PA0672,5843
9/3/14,PA0952,5786
11/20/14,PA0973,9339
9/29/14,PA0174,5826
7/28/14,PA0900,1800
9/4/14,PA0808,6892
1/20/14,PA0607,6344
10/21/14,PA0293,4291
5/22/14,PA0394,6070
6/16/14,PA0577,5782
6/24/14,PA0338,5351
11/9/14,PA0526,9124
5/30/14,PA0318,95
11/8/14,PA0900,1215
9/10/14,PA0394,823
2/21/14,PA0293,8643
8/20/14,PA0258,9728
8/11/14,PA0607,7581
6/16/14,PA0411,6705
7/12/14,PA0411,7447
1/9/14,PA0732,810
11/26/14,PA0792,4092
4/1/14,PA0900,3729
1/25/14,PA0552,4012
10/14/14,PA0534,2934
1/8/14,PA0752,5722
12/11/14,PA0258,2754
1/12/14,PA0169,8100
6/28/14,PA0198,6146
10/16/14,PA0057,6278
9/18/14,PA0277,372
10/29/14,PA0270,6175
12/24/14,PA0923,310
1/17/14,PA0745,4152
3/19/14,PA0470,9407
4/25/14,PA0792,7184
1/12/14,PA0394,8113
9/14/14,PA0607,4292
11/16/14,PA0352,475
1/11/14,PA0859,991
11/26/14,PA0859,2252
1/10/14,PA0534,767
1/19/14,PA0474,6761
9/17/14,PA0368,5043
8/9/14,PA0732,5421
10/27/14,PA0467,1708
2/9/14,PA0659,5900
2/27/14,PA0198,7134
11/27/14,PA0411,2347
4/23/14,PA0467,3430
7/10/14,PA0467,6835
5/12/14,PA0958,5784
10/27/14,PA0270,4921
12/16/14,PA0619,7948
4/21/14,PA0732,3487
12/1/14,PA0202,736
9/6/14,PA0258,8538
4/24/14,PA0527,7006
1/11/14,PA0394,404
5/6/14,PA0900,9504
10/19/14,PA0696,1186
11/7/14,PA0534,1469
4/12/14,PA0808,8139
2/27/14,PA0270,391
10/7/14,PA0482,9473
4/7/14,PA0258,9699
12/7/14,PA0308,NA
12/11/14,PA0745,5723
10/21/14,PA0607,4932
5/17/14,PA0174,2113
10/18/14,PA0973,3196
12/28/14,PA0923,2238
5/4/14,PA0270,5398
1/7/14,PA0394,1074
10/12/14,PA0470,2580
8/31/14,PA0696,2913
5/19/14,PA0258,3924
1/16/14,PA0474,7978
9/20/14,PA0534,NA
10/28/14,PA0526,9211
10/28/14,PA0354,5741
6/9/14,PA0752,6094
5/14/14,PA0482,2606
11/28/14,PA0057,4565
6/10/14,PA0732,3536
1/29/14,PA0354,3870
5/20/14,PA0482,3580
4/16/14,PA0859,541
4/26/14,PA0900,4517
10/5/14,PA0973,6341
8/19/14,PA0352,5599
4/28/14,PA0619,1724
1/25/14,PA0619,5133
9/16/14,PA0678,9411
7/27/14,PA0258,3454
10/17/14,PA0732,1023
1/8/14,PA0482,5394
1/26/14,PA0973,6421
10/24/14,PA0198,7309
5/16/14,PA0352,5147
10/31/14,PA0678,8302
3/28/14,PA0168,7285
4/12/14,PA0126,8547
2/8/14,PA0474,3510
7/18/14,PA0672,8587
2/19/14,PA0470,537
10/14/14,PA0270,8224
7/10/14,PA0792,1320
1/1/14,PA0900,911
7/18/14,PA0745,2489
3/6/14,PA0607,4016
12/25/14,PA0672,5264
4/12/14,PA0354,2991
5/2/14,PA0318,2556
3/26/14,PA0973,5530
10/4/14,PA0607,800
1/7/14,PA0792,1180
4/19/14,PA0745,7359
8/14/14,PA0792,1199
7/26/14,PA0900,5817
7/11/14,PA0900,1107
10/28/14,PA0619,868
12/9/14,PA0470,5637
11/23/14,PA0126,4328
9/10/14,PA0952,1848
7/26/14,PA0830,9563
6/10/14,PA0752,3083
5/28/14,PA0958,4832
12/8/14,PA0830,7841
1/20/14,PA0552,742
8/2/14,PA0258,9835
4/17/14,PA0973,9410
8/31/14,PA0126,7552
10/6/14,PA0352,9145
7/14/14,PA0577,1460
8/19/14,PA0973,2998
10/11/14,PA0577,5517
10/11/14,PA0873,4249
12/5/14,PA0534,8985
8/16/14,PA0830,792
11/30/14,PA0338,5181
1/13/14,PA0792,1333
11/18/14,PA0678,1410
8/15/14,PA0057,9246
9/21/14,PA0577,2575
6/4/14,PA0751,5033
4/18/14,PA0923,7177
12/20/14,PA0318,7250
2/20/14,PA0672,1843
11/7/14,PA0696,3188
9/19/14,PA0577,6665
7/12/14,PA0467,7035
8/3/14,PA0308,2933
8/2/14,PA0792,3041
11/29/14,PA0873,8780
8/6/14,PA0973,2745
4/12/14,PA0368,3825
5/22/14,PA0900,2358
2/6/14,PA0354,8077
12/10/14,PA0169,1437
2/2/14,PA0308,8153
5/13/14,PA0352,3008
9/26/14,PA0619,5614
7/25/14,PA0843,7391
12/11/14,PA0174,5572
10/18/14,PA0467,4670
6/4/14,PA0752,93
1/25/14,PA0057,8514
2/28/14,PA0577,2753
1/16/14,PA0338,9871
12/25/14,PA0751,9113
2/5/14,PA0467,8113
7/8/14,PA0368,6734
11/10/14,PA0973,4448
12/23/14,PA0696,5590
2/5/14,PA0198,2128
5/1/14,PA0198,9311
4/17/14,PA0792,9125
6/13/14,PA0318,6360
9/26/14,PA0534,4012
9/23/14,PA0534,2444
5/28/14,PA0354,2288
1/18/14,PA0873,7073
1/13/14,PA0696,5803
1/8/14,PA0843,1446
8/20/14,PA0474,1029
2/19/14,PA0873,9633
3/4/14,PA0474,4743
3/10/14,PA0394,135
10/14/14,PA0467,8982
5/11/14,PA0696,6960
5/16/14,PA0394,6545
4/5/14,PA0482,6539
11/17/14,PA0474,5062
8/7/14,PA0174,742
12/13/14,PA0952,4846
6/13/14,PA0619,9240
5/25/14,PA0745,1735
10/14/14,PA0619,505
3/31/14,PA0318,1147
3/15/14,PA0543,3564
8/29/14,PA0808,9257
5/3/14,PA0168,5839
11/27/14,PA0293,3298
8/8/14,PA0607,7973
5/10/14,PA0923,3847
2/3/14,PA0198,2165
1/27/14,PA0808,6648
8/28/14,PA0859,4771
2/5/14,PA0126,2353
8/12/14,PA0308,347
5/3/14,PA0318,755
10/30/14,PA0952,9053
9/30/14,PA0752,3566
10/8/14,PA0308,9846
9/25/14,PA0973,3890
12/8/14,PA0394,2903
3/10/14,PA0270,9565
10/24/14,PA0338,7499
10/15/14,PA0873,642
4/30/14,PA0270,801
12/7/14,PA0354,6783
1/3/14,PA0411,9176
7/21/14,PA0198,4125
9/3/14,PA0411,6717
4/26/14,PA0696,6513
12/29/14,PA0859,2159
3/19/14,PA0474,8377
1/15/14,PA0168,NA
10/3/14,PA0482,1683
10/13/14,PA0482,7473
5/13/14,PA0270,2520
1/7/14,PA0952,8054
10/6/14,PA0482,8237
5/15/14,PA0174,8397
4/28/14,PA0474,8586
1/7/14,PA0678,6362
9/14/14,PA0952,3041
3/9/14,PA0958,1507
7/13/14,PA0474,2772
10/7/14,PA0198,9613
3/25/14,PA0873,7051
10/31/14,PA0659,9063
3/16/14,PA0368,5117
8/31/14,PA0577,9510
9/21/14,PA0752,4561
10/8/14,PA0169,2776
7/24/14,PA0859,3084
10/4/14,PA0482,6687
8/13/14,PA0873,8261
2/5/14,PA0352,7898
7/5/14,PA0830,6532
10/16/14,PA0411,7143
12/27/14,PA0958,6831
3/23/14,PA0732,8917
5/5/14,PA0607,2425
12/17/14,PA0169,838
3/22/14,PA0923,1941
9/12/14,PA0958,7225
7/31/14,PA0619,512
10/28/14,PA0174,9782
1/22/14,PA0293,8134
2/12/14,PA0534,1771
7/29/14,PA0973,980
11/21/14,PA0482,8155
8/14/14,PA0174,4160
8/7/14,PA0338,8832
7/19/14,PA0057,230
9/16/14,PA0354,5569
11/21/14,PA0534,250
5/15/14,PA0552,6302
10/26/14,PA0277,6803
12/13/14,PA0792,6532
7/14/14,PA0830,2359
8/9/14,PA0270,6395
8/10/14,PA0552,6810
4/7/14,PA0368,9510
12/13/14,PA0474,1093
3/15/14,PA0168,9548
11/1/14,PA0258,9755
9/17/14,PA0745,3918
3/9/14,PA0577,4325
3/10/14,PA0843,3511
11/8/14,PA0527,7826
6/24/14,PA0745,5633
7/10/14,PA0534,NA
7/7/14,PA0552,1237
2/15/14,PA0526,1324
10/25/14,PA0843,2050
3/21/14,PA0830,NA
1/22/14,PA0859,9902
8/27/14,PA0952,1629
8/3/14,PA0168,9401
12/30/14,PA0470,7983
6/27/14,PA0293,7048
9/18/14,PA0678,5974
7/3/14,PA0808,4947
2/20/14,PA0467,8023
2/7/14,PA0270,5374
6/12/14,PA0696,6024
9/19/14,PA0873,9582
1/19/14,PA0318,1160
3/25/14,PA0318,7754
8/31/14,PA0526,6486
11/6/14,PA0338,3499
7/5/14,PA0258,4032
6/9/14,PA0619,2913
8/14/14,PA0352,9905
1/31/14,PA0696,5953
11/24/14,PA0293,1254
6/10/14,PA0318,5964
3/18/14,PA0174,1539
5/6/14,PA0678,5805
12/8/14,PA0527,6492
3/29/14,PA0958,2665
6/11/14,PA0619,9654
7/21/14,PA0745,1763
7/27/14,PA0169,5543
10/12/14,PA0318,9416
9/4/14,PA0352,956
8/28/14,PA0169,5714
10/14/14,PA0126,4068
12/24/14,PA0830,9969
11/15/14,PA0474,6278
3/23/14,PA0318,2760
10/27/14,PA0900,5221
9/23/14,PA0752,5403
5/15/14,PA0474,4656
1/4/14,PA0859,9538
5/1/14,PA0057,7932
6/25/14,PA0952,NA
12/21/14,PA0752,9451
10/21/14,PA0696,9844
11/11/14,PA0577,9922
1/11/14,PA0792,6115
11/25/14,PA0678,1359
1/6/14,PA0482,3765
3/11/14,PA0659,5113
11/14/14,PA0543,5982
8/24/14,PA0577,8260
6/12/14,PA0198,3920
7/22/14,PA0318,3202
5/2/14,PA0394,5049
8/2/14,PA0318,4766
12/4/14,PA0368,5570
7/7/14,PA0270,2428
11/22/14,PA0843,3670
6/26/14,PA0318,5168
12/27/14,PA0527,5100
12/30/14,PA0202,5798
7/15/14,PA0859,5932
7/26/14,PA0923,5660
9/30/14,PA0057,NA
4/28/14,PA0534,2139
2/23/14,PA0751,5500
3/16/14,PA0923,5216
11/15/14,PA0543,6914
9/22/14,PA0830,385
3/22/14,PA0352,2645
1/4/14,PA0126,436
1/21/14,PA0368,1732
9/11/14,PA0368,6447
1/18/14,PA0126,7097
7/10/14,PA0577,5787
8/27/14,PA0293,4022
10/27/14,PA0308,5841
3/1/14,PA0174,2313
3/4/14,PA0900,7629
4/13/14,PA0859,9075
10/30/14,PA0808,7603
6/7/14,PA0659,5251
9/27/14,PA0607,9383
9/13/14,PA0577,1067
8/17/14,PA0607,2744
10/4/14,PA0958,3293
1/1/14,PA0808,5342
11/15/14,PA0318,9906
9/19/14,PA0202,3086
2/27/14,PA0732,5493
4/24/14,PA0482,3501
8/7/14,PA0973,2771
3/13/14,PA0338,2291
5/13/14,PA0482,3335
5/2/14,PA0057,8277
10/19/14,PA0293,2782
8/6/14,PA0277,4870
11/18/14,PA0672,4905
1/12/14,PA0354,9811
9/6/14,PA0198,5355
2/4/14,PA0482,3954
3/31/14,PA0057,9487
5/22/14,PA0368,307
8/22/14,PA0318,7436
8/18/14,PA0293,344
6/14/14,PA0923,6946
10/8/14,PA0168,5335
12/20/14,PA0202,5314
1/9/14,PA0552,225
6/21/14,PA0482,8205
5/26/14,PA0873,6758
4/12/14,PA0577,5242
11/5/14,PA0577,4988
7/4/14,PA0126,1632
12/6/14,PA0467,6360
12/22/14,PA0169,190
8/23/14,PA0534,3062
11/22/14,PA0527,8172
12/25/14,PA0202,8427
6/2/14,PA0270,5162
6/8/14,PA0952,4752
12/14/14,PA0293,4116
11/11/14,PA0202,5121
2/5/14,PA0923,4278
12/26/14,PA0873,2887
1/9/14,PA0318,7247
10/17/14,PA0168,8548
6/23/14,PA0732,4615
3/2/14,PA0126,36
1/4/14,PA0270,6134
10/18/14,PA0368,6186
2/23/14,PA0745,5198
11/9/14,PA0467,2012
2/5/14,PA0958,6514
3/11/14,PA0368,8083
12/6/14,PA0258,81
8/16/14,PA0174,9095
12/20/14,PA0952,388
9/20/14,PA0169,3037
8/15/14,PA0859,6497
11/2/14,PA0745,7833
4/29/14,PA0900,5739
8/8/14,PA0577,6855
10/12/14,PA0270,5911
11/29/14,PA0467,9476
9/30/14,PA0973,5178
11/27/14,PA0534,2533
6/17/14,PA0659,7519
4/14/14,PA0277,1795
2/7/14,PA0352,1253
7/24/14,PA0843,5142
9/12/14,PA0057,4483
4/21/14,PA0057,5231
5/17/14,PA0258,7493
6/13/14,PA0352,6200
12/3/14,PA0696,5833
2/22/14,PA0830,310
10/5/14,PA0830,5990
3/20/14,PA0696,2189
1/6/14,PA0859,9460
7/2/14,PA0696,3342
4/11/14,PA0696,3343
6/15/14,PA0169,4688
4/14/14,PA0169,1022
2/5/14,PA0258,4033
6/13/14,PA0678,6161
10/23/14,PA0923,5184
3/8/14,PA0258,3996
5/24/14,PA0474,5135
6/29/14,PA0411,463
1/24/14,PA0577,1865
8/14/14,PA0859,2010
1/29/14,PA0900,6980
1/31/14,PA0958,3887
8/12/14,PA0318,6792
10/20/14,PA0352,2501
1/2/14,PA0527,6204
9/7/14,PA0368,3382
1/26/14,PA0751,2167
1/20/14,PA0470,8521
10/2/14,PA0696,333
9/19/14,PA0900,2672
12/8/14,PA0258,245
6/30/14,PA0394,3759
11/21/14,PA0338,9477
11/20/14,PA0474,8741
5/9/14,PA0368,9010
6/8/14,PA0900,3938
10/13/14,PA0318,1434
11/10/14,PA0258,7393
12/31/14,PA0859,1614
6/15/14,PA0808,9701
10/3/14,PA0958,8785
1/14/14,PA0859,2598
8/9/14,PA0619,1231
5/23/14,PA0198,4077
5/26/14,PA0318,375
1/30/14,PA0308,2724
3/29/14,PA0973,9546
6/30/14,PA0952,3831
8/13/14,PA0169,237
11/17/14,PA0577,3679
9/9/14,PA0270,6677
4/29/14,PA0543,4941
8/27/14,PA0482,9888
12/15/14,PA0607,6439
7/11/14,PA0607,9557
4/26/14,PA0543,8689
2/18/14,PA0751,1137
8/29/14,PA0354,4037
9/4/14,PA0057,6235
11/26/14,PA0830,9358
3/2/14,PA0577,5499
10/29/14,PA0198,8297
8/5/14,PA0830,607
11/18/14,PA0470,9864
7/2/14,PA0277,7551
10/15/14,PA0169,1255
5/4/14,PA0830,6686
1/16/14,PA0293,847
12/24/14,PA0411,3234
7/1/14,PA0470,2550
7/31/14,PA0258,8620
4/1/14,PA0470,2844
11/17/14,PA0843,40
7/19/14,PA0843,7242
10/31/14,PA0732,9598
5/28/14,PA0830,NA
12/24/14,PA0394,9286
11/18/14,PA0543,7709
5/9/14,PA0308,8246
11/14/14,PA0973,7780
4/27/14,PA0843,6132
9/5/14,PA0202,126
2/13/14,PA0202,4157
4/23/14,PA0474,8779
7/25/14,PA0467,6821
1/5/14,PA0923,9227
8/16/14,PA0277,3482
2/11/14,PA0126,7644
3/22/14,PA0308,3099
2/7/14,PA0751,7116
11/20/14,PA0552,6175
9/15/14,PA0732,3269
5/24/14,PA0308,4872
7/16/14,PA0958,497
8/27/14,PA0752,5207
12/23/14,PA0873,9728
6/23/14,PA0923,5163
8/14/14,PA0552,4660
3/21/14,PA0474,7217
10/2/14,PA0752,3005
8/25/14,PA0672,7425
4/18/14,PA0732,4945
7/1/14,PA0619,8289
12/27/14,PA0923,715
4/9/14,PA0368,4124
4/8/14,PA0202,3081
3/2/14,PA0354,3601
12/31/14,PA0672,352
5/26/14,PA0368,1090
5/4/14,PA0057,5033
9/22/14,PA0973,8075
2/6/14,PA0411,6186
3/28/14,PA0277,1164
2/18/14,PA0952,3686
10/30/14,PA0293,5751
10/24/14,PA0126,1254
3/24/14,PA0543,9866
3/30/14,PA0830,9779
5/9/14,PA0543,2234
6/29/14,PA0527,4160
10/12/14,PA0678,4851
11/18/14,PA0394,4612
9/2/14,PA0338,6798
10/28/14,PA0527,8433
12/20/14,PA0293,4767
6/10/14,PA0792,3311
5/1/14,PA0672,9850
12/10/14,PA0467,2413
8/6/14,PA0202,6628
1/17/14,PA0411,8712
10/28/14,PA0308,8800
8/13/14,PA0543,8719
12/7/14,PA0952,193
4/28/14,PA0732,5886
5/12/14,PA0923,3049
11/30/14,PA0308,4230
7/13/14,PA0318,9141
6/16/14,PA0482,4467
10/31/14,PA0270,3850
11/1/14,PA0174,8223
3/14/14,PA0659,1766
12/3/14,PA0482,2574
11/10/14,PA0527,3783
5/29/14,PA0368,5236
3/8/14,PA0411,1519
3/29/14,PA0474,5064
12/20/14,PA0678,4242
10/28/14,PA0394,7773
7/15/14,PA0830,3191
9/1/14,PA0411,8957
4/1/14,PA0169,1015
9/14/14,PA0745,6703
3/3/14,PA0394,7057
1/28/14,PA0202,496
9/4/14,PA0751,8249
12/21/14,PA0543,5081
7/16/14,PA0202,3665
9/24/14,PA0411,8566
7/31/14,PA0873,8472
10/15/14,PA0552,4026
7/7/14,PA0973,9002
10/17/14,PA0859,6111
7/14/14,PA0859,2719
7/30/14,PA0534,5413
8/14/14,PA0467,6747
4/18/14,PA0873,4736
8/9/14,PA0672,8713
8/1/14,PA0859,2607
9/13/14,PA0732,4590
6/18/14,PA0619,7981
12/28/14,PA0973,4142
1/31/14,PA0607,7780
3/31/14,PA0293,465
11/17/14,PA0202,9548
3/27/14,PA0467,2952
7/17/14,PA0843,5160
2/25/14,PA0923,9019
4/8/14,PA0534,5748
12/1/14,PA0318,3527
6/24/14,PA0270,5496
5/30/14,PA0534,1461
5/16/14,PA0843,2157
11/15/14,PA0394,7420
7/24/14,PA0619,8837
10/7/14,PA0732,5767
4/10/14,PA0308,1535
8/11/14,PA0198,6147
10/17/14,PA0745,757
10/8/14,PA0126,6622
10/11/14,PA0543,7712
11/17/14,PA0057,796
2/28/14,PA0792,7001
3/14/14,PA0198,3377
6/19/14,PA0411,8116
11/13/14,PA0474,2191
10/5/14,PA0169,7440
7/4/14,PA0958,7543
6/23/14,PA0859,5114
8/21/14,PA0751,5032
8/14/14,PA0751,3529
3/2/14,PA0552,9505
4/3/14,PA0792,7282
2/19/14,PA0277,3788
11/13/14,PA0952,8823
6/16/14,PA0526,4581
3/25/14,PA0607,2239
12/3/14,PA0752,4601
1/24/14,PA0619,3930
1/2/14,PA0258,5817
4/11/14,PA0482,7213
12/3/14,PA0169,3120
7/1/14,PA0859,7429
3/7/14,PA0873,5495
10/1/14,PA0973,9558
8/31/14,PA0368,6916
7/25/14,PA0293,1717
3/16/14,PA0900,9905
2/10/14,PA0607,7986
6/14/14,PA0527,8402
1/1/14,PA0672,6363
7/25/14,PA0732,9590
11/17/14,PA0751,3568
2/19/14,PA0732,1336
12/21/14,PA0057,434
5/18/14,PA0258,9618
6/24/14,PA0308,3028
4/26/14,PA0308,NA
6/2/14,PA0293,1084
3/16/14,PA0057,2106
4/25/14,PA0198,2845
9/28/14,PA0202,5038
5/11/14,PA0830,9957
12/11/14,PA0952,3495
3/24/14,PA0732,7405
8/20/14,PA0308,6333
5/29/14,PA0973,5800
3/30/14,PA0318,650
7/9/14,PA0923,8324
6/30/14,PA0482,7112
5/1/14,PA0368,8190
11/1/14,PA0293,9106
8/5/14,PA0470,4186
3/20/14,PA0678,9332
6/8/14,PA0678,9242
5/26/14,PA0973,7368
2/22/14,PA0470,9280
5/12/14,PA0792,993
12/5/14,PA0792,9856
12/15/14,PA0174,6812
9/30/14,PA0293,8356
5/5/14,PA0258,8515
1/15/14,PA0577,4096
6/27/14,PA0808,9700
6/11/14,PA0873,4029
5/31/14,PA0745,4920
12/17/14,PA0973,4301
4/4/14,PA0168,1986
7/10/14,PA0732,919
2/14/14,PA0808,2005
4/16/14,PA0973,6151
3/19/14,PA0169,9398
1/14/14,PA0482,5907
8/4/14,PA0368,4042
2/3/14,PA0526,8632
5/13/14,PA0900,1771
3/21/14,PA0900,3448
6/11/14,PA0057,7833
10/30/14,PA0467,8573
11/23/14,PA0859,5181
9/24/14,PA0808,2057
10/7/14,PA0958,1826
8/15/14,PA0923,5657
5/28/14,PA0527,4831
12/4/14,PA0751,9266
9/14/14,PA0859,7903
12/18/14,PA0526,8802
10/9/14,PA0394,8695
1/8/14,PA0318,5527
6/22/14,PA0619,5355
4/20/14,PA0659,7372
4/9/14,PA0293,8169
6/29/14,PA0751,7042
1/17/14,PA0527,7596
1/19/14,PA0973,6746
6/3/14,PA0672,1083
3/4/14,PA0467,7704
1/11/14,PA0900,3615
8/11/14,PA0293,1903
11/1/14,PA0900,227
9/15/14,PA0534,5452
12/1/14,PA0792,6031
7/24/14,PA0174,7712
3/8/14,PA0474,6088
6/22/14,PA0659,3053
7/30/14,PA0394,7493
9/17/14,PA0126,5770
9/27/14,PA0808,1535
8/20/14,PA0843,7694
2/1/14,PA0394,4663
11/21/14,PA0577,8762
8/27/14,PA0973,1855
9/30/14,PA0258,2349
9/29/14,PA0577,4023
7/18/14,PA0696,2860
8/11/14,PA0808,2346
8/19/14,PA0534,3782
12/24/14,PA0752,5617
3/12/14,PA0678,9086
8/31/14,PA0543,3390
4/17/14,PA0830,8141
9/11/14,PA0467,7029
8/23/14,PA0467,8654
12/10/14,PA0678,7769
8/11/14,PA0830,3170
8/19/14,PA0543,4596
12/27/14,PA0678,1559
3/8/14,PA0619,6109
8/25/14,PA0318,2452
6/7/14,PA0923,4669
7/31/14,PA0411,1714
6/5/14,PA0543,7543
6/18/14,PA0411,NA
1/11/14,PA0352,3732
5/5/14,PA0293,7852
3/20/14,PA0577,110
12/30/14,PA0258,4332
9/28/14,PA0732,6955
4/20/14,PA0270,9572
3/5/14,PA0352,5272
8/25/14,PA0543,8619
11/10/14,PA0394,8411
12/20/14,PA0198,8837
11/11/14,PA0808,NA
5/10/14,PA0873,2888
3/4/14,PA0678,355
10/27/14,PA0168,8157
8/21/14,PA0467,1791
2/7/14,PA0900,8112
12/15/14,PA0482,1901
6/22/14,PA0552,4849
12/3/14,PA0293,1148
12/7/14,PA0293,1265
3/22/14,PA0752,5970
10/2/14,PA0526,4627
7/11/14,PA0952,2964
10/12/14,PA0952,2815
11/21/14,PA0745,446
2/27/14,PA0168,5752
6/1/14,PA0411,5091
3/29/14,PA0751,6196
7/21/14,PA0354,3117
11/15/14,PA0958,9154
8/23/14,PA0873,1423
11/18/14,PA0270,6943
11/4/14,PA0952,247
3/30/14,PA0168,4688
11/19/14,PA0830,5391
7/13/14,PA0169,118
10/21/14,PA0672,1115
7/30/14,PA0607,7458
3/18/14,PA0352,8266
10/26/14,PA0859,4931
9/6/14,PA0308,2804
5/10/14,PA0732,4687
8/30/14,PA0678,2612
7/12/14,PA0552,2472
10/15/14,PA0527,8642
10/26/14,PA0470,5982
11/21/14,PA0293,6910
8/4/14,PA0830,3984
4/23/14,PA0338,4397
7/8/14,PA0467,9664
12/8/14,PA0958,5832
3/23/14,PA0973,9906
12/19/14,PA0368,4692
3/23/14,PA0923,2298
3/29/14,PA0745,8388
10/5/14,PA0534,3476
7/3/14,PA0352,5636
8/21/14,PA0873,7765
9/12/14,PA0923,3083
5/30/14,PA0577,6434
10/8/14,PA0808,2175
8/4/14,PA0258,5757
3/29/14,PA0873,5750
2/13/14,PA0659,6193
2/14/14,PA0900,4724
12/20/14,PA0808,6864
3/21/14,PA0952,1385
1/25/14,PA0354,5943
12/14/14,PA0552,9663
5/22/14,PA0202,2759
4/22/14,PA0202,3629
11/29/14,PA0577,2394
3/11/14,PA0752,5558
2/7/14,PA0672,7269
7/24/14,PA0352,2957
10/1/14,PA0470,8972
3/21/14,PA0696,7341
10/30/14,PA0659,9875
8/7/14,PA0534,3727
2/21/14,PA0543,1025
2/3/14,PA0958,6085
6/10/14,PA0607,7657
4/18/14,PA0973,297
10/8/14,PA0552,3979
2/25/14,PA0696,5274
2/28/14,PA0732,8439
6/27/14,PA0168,2235
1/3/14,PA0526,9365
5/22/14,PA0732,1896
10/18/14,PA0859,7693
2/16/14,PA0198,4521
6/22/14,PA0808,5946
4/2/14,PA0672,6531
3/21/14,PA0169,2132
10/21/14,PA0577,7442
8/3/14,PA0474,2931
9/1/14,PA0607,5454
11/26/14,PA0270,6741
6/15/14,PA0678,7853
11/1/14,PA0577,8610
1/27/14,PA0543,920
4/25/14,PA0482,564
11/26/14,PA0552,3434
3/9/14,PA0482,1001
6/16/14,PA0973,1865
4/27/14,PA0873,8796
11/3/14,PA0534,6564
9/29/14,PA0843,8828
6/12/14,PA0678,1439
10/10/14,PA0482,2333
3/4/14,PA0843,2846
7/27/14,PA0482,566
3/3/14,PA0577,7467
1/15/14,PA0527,2095
5/23/14,PA0732,5620
9/28/14,PA0859,819
5/17/14,PA0577,2420
2/27/14,PA0308,198
1/5/14,PA0411,4739
12/11/14,PA0696,5911
6/13/14,PA0474,2020
9/5/14,PA0482,7405
3/19/14,PA0792,8941
11/20/14,PA0277,3359
9/24/14,PA0057,8367
9/28/14,PA0534,1226
10/16/14,PA0308,6868
8/26/14,PA0973,6511
11/27/14,PA0198,2633
8/6/14,PA0923,3387
3/21/14,PA0659,7825
11/30/14,PA0169,7657
2/14/14,PA0352,7134
5/16/14,PA0354,6315
9/7/14,PA0873,3068
9/25/14,PA0411,6949
7/20/14,PA0470,8407
