,name, market ,funding_total_usd,status,funding_rounds,seed,venture,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,HiringStatus,company_age
378,Intermedia, Collaboration ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,25
379,Intuit, Computers ,6700000.00,operating,1,0,6700000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,37
380,Invenergy, Clean Technology ,534400000.00,operating,4,0,459000000,0,0,75400000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,19
381,Invoca, Internet Marketing ,30750000.00,operating,4,0,30750000,0,0,0,0,0,0,0,0,0,0,3500000.00,4000000.00,20000000.00,0.00,0,0,0,0,0,13
382,Ionic Security, Security ,36940000.00,operating,3,0,36940000,0,0,0,0,0,0,0,0,0,0,11440000.00,25500000.00,0.00,0.00,0,0,0,0,0,9
383,ipsy, Beauty ,3235793.00,operating,2,479998,0,0,0,0,0,0,2755795,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
384,IRI, Health Care ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,41
385,ITC, Biotechnology ,72500000.00,operating,1,0,72500000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,51
386,Iterable, Marketing Automation ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
387,iZettle, Mobile Payments ,108520072.00,operating,4,0,108520072,0,0,0,0,0,0,0,0,0,0,15317120.00,31400000.00,61802952.00,0.00,0,0,0,0,0,10
388,Jellyvision, Internet Marketing ,5000000.00,operating,1,0,5000000,0,0,0,0,0,0,0,0,0,0,0.00,5000000.00,0.00,0.00,0,0,0,0,0,19
389,Juniper Networks, Communications Hardware ,120607339.00,operating,2,0,0,0,0,0,0,0,0,120607339,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,24
390,Justworks, Human Resources ,7000000.00,operating,2,1000000,6000000,0,0,0,0,0,0,0,0,0,0,6000000.00,0.00,0.00,0.00,0,0,0,0,0,8
391,JW Player, Video Streaming ,25600000.00,operating,3,0,24000000,0,0,0,1600000,0,0,0,0,0,0,0.00,4000000.00,20000000.00,0.00,0,0,0,0,1,13
392,Kabam, Games ,244500000.00,operating,6,0,244500000,0,0,0,0,0,0,0,0,0,0,4000000.00,5500000.00,30000000.00,85000000.00,120000000,0,0,0,1,14
393,Kabbage, Finance ,465363500.00,operating,10,0,103650000,0,0,361713500,0,0,0,0,0,0,0,0.00,17000000.00,30000000.00,50000000.00,0,0,0,0,0,11
394,Kalibrr, Skill Assessment ,3952000.00,operating,4,2670000,0,0,0,1282000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
395,Kaseya, Software ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
396,KeepTruckin, Public Transportation ,2300000.00,operating,1,2300000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
397,KeyMe, E-Commerce ,10400000.00,operating,3,2300000,7800000,0,0,0,300000,0,0,0,0,0,0,7800000.00,0.00,0.00,0.00,0,0,0,0,0,8
398,Kickstarter, Crowdsourcing ,10000000.00,operating,1,0,10000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
399,Kite, Education ,,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
400,Kobalt Music Group, Technology ,156000000.00,operating,2,0,156000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,19
401,Kodable, K-12 Education ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
402,Kueski, Credit ,1300000.00,operating,1,1300000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
403,L3, Loyalty Programs ,750000.00,operating,1,750000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,6
404,Leadspace, Enterprise Software ,10000000.00,operating,3,3000000,7000000,0,0,0,0,0,0,0,0,0,0,6000000.00,0.00,0.00,0.00,0,0,0,0,0,13
405,LegalZoom, Legal ,266000000.00,operating,2,0,66000000,0,0,0,0,0,0,0,0,200000000,0,0.00,66000000.00,0.00,0.00,0,0,0,0,0,21
406,LendUp, Finance ,64000000.00,operating,4,0,14000000,0,0,50000000,0,0,0,0,0,0,0,14000000.00,0.00,0.00,0.00,0,0,0,0,0,9
407,Lenovo, Hardware ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,36
408,Lever, Recruiting ,12800000.00,operating,3,0,10000000,0,2800000,0,0,0,0,0,0,0,0,10000000.00,0.00,0.00,0.00,0,0,0,0,0,8
409,Life360, Tracking ,76100000.00,operating,8,50000,72500000,0,0,2250000,1000000,300000,0,0,0,0,0,5500000.00,17000000.00,50000000.00,0.00,0,0,0,0,1,12
410,Limeade, Health and Wellness ,33993894.00,operating,4,0,32993894,0,0,0,1000000,0,0,0,0,0,0,2993894.00,5000000.00,25000000.00,0.00,0,0,0,0,0,14
411,LinkedIn, Software ,206121421.00,operating,7,0,124407933,0,0,0,0,0,0,81713488,0,0,0,4700000.00,10000000.00,12800000.00,53000000.00,22700000,0,0,0,0,17
412,Linqia, Content Creators ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
413,LiquiGlide, Social Innovation ,100000.00,operating,1,100000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
414,LiveIntent, Real Time ,32600000.00,operating,3,0,32600000,0,0,0,0,0,0,0,0,0,0,4600000.00,8000000.00,20000000.00,0.00,0,0,0,0,0,11
415,LiveRamp, Data Integration ,16000000.00,acquired,3,0,15000000,1000000,0,0,0,0,0,0,0,0,0,0.00,15000000.00,0.00,0.00,0,0,0,0,1,9
416,Lob, Developer Tools ,9400000.00,operating,3,2400000,7000000,0,0,0,0,0,0,0,0,0,0,7000000.00,0.00,0.00,0.00,0,0,0,0,1,7
417,Lockheed Martin, Design ,27400000.00,operating,2,0,27400000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,25
418,LogMeIn, Software ,30000000.00,operating,3,0,30000000,0,0,0,0,0,0,0,0,0,0,10000000.00,10000000.00,10000000.00,0.00,0,0,0,0,1,17
419,LogRhythm, Enterprise Software ,76250948.00,operating,6,0,76250948,0,0,0,0,0,0,0,0,0,0,3250000.00,3100000.00,10000000.00,15000000.00,40000000,0,0,0,0,17
420,Loom, Storage ,1400000.00,acquired,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
