userid,date,age,gender,metropolitan_area,device_type,active
4f38738f67776,2/12/16,22,F,Houston,Tablet,0
4e5bbdee689e2,8/29/15,33,F,Detroit,Tablet,0
4f4ad856481f9,2/26/16,20,F,Birmingham,Mobile,0
4e44c38e68d05,8/11/15,27,F,Houston,Mobile,0
4e9ed8c996096,10/19/15,26,M,Birmingham,Mobile,0
4e79f940e0020,9/21/15,47,F,Mobile,Desktop,0
4e4835eb18fdb,8/14/15,19,F,Austin,Mobile,0
4f15fcaca27c3,1/17/16,18,F,Houston,Mobile,0
4efb53af46823,12/29/15,30,F,Houston,Tablet,0
4f2ae55671ab7,2/2/16,27,F,Birmingham,Tablet,0
4f5104403b30b,3/2/16,33,F,Houston,Mobile,0
4f2eabb0e8551,2/5/16,20,F,Austin,Tablet,0
4f3544528999d,2/10/16,22,F,Mobile,Desktop,0
4f0b78b7baaf1,1/9/16,18,M,Houston,Tablet,0
4f10f07d52e5d,1/13/16,21,M,Mobile,Mobile,0
4f7778e97f5a4,3/31/16,37,F,Detroit,Tablet,0
4f5122d053cb0,3/2/16,25,M,Houston,Mobile,0
4e5217ad101ed,8/22/15,49,F,Charlotte,Desktop,0
4efa1997ed8e3,12/27/15,40,F,Austin,Mobile,0
4ed401ed99b9a,11/28/15,21,F,Austin,Mobile,0
4ef2000deb538,12/21/15,26,F,Houston,Tablet,0
4ef03bc89b06d,12/19/15,52,F,Houston,Mobile,0
4ec7f647a5dd4,11/21/15,30,F,Birmingham,Mobile,0
4ec9cc3c92b87,11/20/15,43,F,Houston,Tablet,0
4e98be438a932,10/14/15,36,F,Houston,Tablet,0
4f2030051bfc3,1/25/16,47,F,Tampa,Mobile,0
4f16ebe5284c2,1/18/16,30,F,Austin,Mobile,0
4f0dbba13e505,1/11/16,46,F,Mobile,Desktop,0
4f73084f9929c,3/28/16,29,F,Houston,Mobile,0
4f46ae64b43ba,2/23/16,42,F,Birmingham,Mobile,0
4edfdc7eef028,12/7/15,30,M,Tampa,Mobile,0
4ea4641980566,10/23/15,26,F,Detroit,Mobile,0
4e433e7e272d3,8/10/15,24,F,Mobile,Mobile,0
4ea881fbed21e,10/26/15,44,M,Detroit,Mobile,0
4f5968ec180d5,3/8/16,20,F,Birmingham,Mobile,0
4e85672c287a7,9/30/15,30,F,Austin,Tablet,0
4f4f86a9cd8b1,3/1/16,19,M,Houston,Mobile,0
4eb773d0b9dde,11/6/15,35,F,Birmingham,Mobile,0
4f0e1eaaaab4c,1/11/16,52,F,Birmingham,Tablet,0
4edd96c492903,12/5/15,25,F,Houston,Tablet,0
4e54217e1fef8,8/23/15,18,M,Houston,Mobile,0
4f399f0c9e45f,2/13/16,39,F,Austin,Mobile,0
4ef24b638fd10,12/21/15,37,F,Mobile,Desktop,0
4edd2fe912605,12/5/15,53,F,Houston,Mobile,0
4eae0443b4347,11/5/15,57,F,Tampa,Mobile,0
4f6c90a7d0862,3/23/16,41,M,Houston,Tablet,0
4f15c5fe4f5e5,1/17/16,36,F,Houston,Mobile,0
4e5774a6e26ff,8/26/15,51,M,Houston,Tablet,0
4e983bd1e6bc3,10/14/15,26,F,Birmingham,Tablet,0
4ed6957e4be34,11/30/15,23,F,Houston,Tablet,0
4f330b28ee5b8,2/8/16,36,F,Birmingham,Mobile,0
4f08837d622f2,1/7/16,37,F,Birmingham,Tablet,0
4ed3b906c5a12,11/28/15,34,F,Austin,Mobile,0
4f2070dead99c,1/25/16,27,F,Houston,Mobile,0
4ea475495ad92,10/23/15,35,F,Detroit,Mobile,0
4f668a1600f4d,3/18/16,39,F,Detroit,Mobile,0
4f4a991eb2906,2/26/16,42,F,Tampa,Mobile,0
4ee24369acd68,12/9/15,21,F,Birmingham,Mobile,0
4ebff70877c74,11/13/15,18,M,Houston,Mobile,0
4f3032ceb0623,2/6/16,41,M,Austin,Mobile,0
4f5a5ca39a145,3/9/16,46,F,Birmingham,Mobile,0
4f73be61a349d,3/28/16,21,F,Houston,Mobile,0
4f2058e986059,1/25/16,18,F,Birmingham,Mobile,0
4f3c6d0fc63bd,2/15/16,55,F,Houston,Mobile,0
4f4e61dbad39b,2/29/16,21,F,Houston,Mobile,0
4ee114c950e89,12/8/15,27,F,Tampa,Mobile,0
4f24c2fdaeec1,2/1/16,18,M,Houston,Tablet,0
4e4349c046ead,8/10/15,28,M,Birmingham,Mobile,0
4eff3ffdb9412,12/31/15,24,F,Charlotte,Tablet,0
4e9dc65969ace,10/18/15,37,F,Birmingham,Tablet,0
4ea8207db8d50,10/26/15,31,F,Houston,Mobile,0
4ee17fcce6070,12/8/15,59,M,Detroit,Mobile,0
4ed5277816a09,11/29/15,22,F,Houston,Tablet,0
4efa294ebc106,12/27/15,40,F,Birmingham,Mobile,0
4f201ccea3e1c,1/25/16,19,F,Houston,Mobile,0
4efa7b65bb4b7,12/27/15,37,F,Tampa,Mobile,0
4e4102e900e23,8/9/15,20,M,Tampa,Mobile,0
4e4a3c0456ade,8/16/15,21,M,Detroit,Mobile,0
4f61842f37d79,3/14/16,24,F,Detroit,Tablet,0
4f518f951e94b,3/2/16,46,F,Birmingham,Mobile,0
4ee184d0bc097,12/8/15,20,F,Birmingham,Mobile,0
4f13151cc0c0d,1/15/16,28,F,Houston,Mobile,0
4e44276fca3e9,8/11/15,29,M,Detroit,Mobile,0
4f1981433e11e,1/20/16,34,F,Mobile,Desktop,0
4ef8f79035f8c,12/26/15,47,F,Birmingham,Tablet,0
4e45bf9736669,8/12/15,28,F,Mobile,Desktop,0
4ee61c16d010d,12/12/15,49,M,Birmingham,Mobile,0
4efc9e46a1a23,12/29/15,41,F,Detroit,Mobile,0
4f5dac16eda96,3/12/16,18,F,Birmingham,Mobile,0
4f2afe9abbe37,2/2/16,30,M,Austin,Mobile,0
4f3c61dd70929,2/15/16,40,F,Houston,Tablet,0
4ecace820a7f2,11/21/15,38,F,Tampa,Mobile,0
4ef91db88be72,12/26/15,38,F,Birmingham,Mobile,0
4e8f0e47af880,10/7/15,23,F,Houston,Mobile,0
4ee4371802db0,12/10/15,29,F,Detroit,Mobile,0
4f636a3bbf651,3/16/16,58,F,Birmingham,Tablet,0
4f4ab2c63d33f,2/26/16,40,F,Houston,Tablet,0
4f60fa9060491,3/14/16,34,M,Houston,Tablet,0
4f28ab7e4102a,2/1/16,19,M,Houston,Mobile,0
4f5e357782a9f,3/12/16,51,F,Birmingham,Mobile,0
4f4bd05d0544f,2/27/16,19,F,Birmingham,Mobile,0
4f153fafd6839,1/17/16,18,M,Birmingham,Mobile,0
4f1976a5bbb37,1/20/16,19,M,Houston,Mobile,0
4eb37090bd3d7,11/3/15,29,F,Charlotte,Desktop,0
4ed39f5cbd064,11/28/15,29,F,Detroit,Mobile,0
4e510642ae923,8/21/15,34,M,Tampa,Mobile,0
4f3bd1fdb78a5,2/15/16,20,M,Houston,Mobile,0
4ee7af3432a7c,12/13/15,22,F,Mobile,Desktop,0
4f665410292f9,3/18/16,20,M,Austin,Mobile,0
4e8951194524a,10/2/15,35,F,Houston,Mobile,0
4eb1e3390be7f,11/2/15,57,F,Tampa,Tablet,0
4f1e52f5aa77c,1/23/16,20,F,Houston,Mobile,0
4ed347476c3dc,11/28/15,22,F,Detroit,Mobile,0
4e61994c096de,9/2/15,33,F,Austin,Mobile,0
4f18c19708e60,1/19/16,40,F,Houston,Tablet,0
4efcd016669e4,12/29/15,26,F,Houston,Tablet,0
4e3f7787c849f,8/7/15,19,M,Mobile,Mobile,0
4f6b355bcf9d1,3/22/16,36,M,Houston,Tablet,0
4f3bbc4263afe,2/15/16,22,M,Tampa,Mobile,0
4e91e3f921162,10/9/15,27,F,Austin,Mobile,0
4f410fa662284,2/19/16,34,F,Birmingham,Mobile,0
4ec409fbd09ed,11/16/15,29,F,Detroit,Mobile,0
4ee400583b670,1/25/16,18,M,Houston,Mobile,0
4ec32e464a94c,11/16/15,22,F,Houston,Tablet,0
4e41481313ffa,8/9/15,22,F,Mobile,Mobile,0
4f2b60f62b42a,2/2/16,44,F,Mobile,Desktop,0
4f6a2152eb830,3/21/16,23,F,Mobile,Desktop,0
4f6a90170b467,3/21/16,28,M,Mobile,Mobile,0
4e45d6e1e88fd,8/12/15,49,F,Birmingham,Tablet,0
4e6a8fe8e53e4,9/9/15,21,F,Tampa,Mobile,0
4edd020d67eca,12/5/15,18,F,Houston,Mobile,0
4edf9f9c0c1a1,12/7/15,40,M,Houston,Mobile,0
4edb900219f77,12/4/15,32,F,Houston,Tablet,0
4f7645f3775b1,3/30/16,25,F,Houston,Tablet,0
4f340a644e729,2/9/16,18,F,Houston,Mobile,0
4ebc14bb00111,11/10/15,33,F,Mobile,Mobile,0
4f61350e81ccf,3/14/16,45,F,Tampa,Mobile,0
4f201bdec4852,1/25/16,18,F,Houston,Mobile,0
4f209ce011f01,1/25/16,20,F,Houston,Tablet,0
4ef0d321079c1,12/20/15,23,F,Birmingham,Tablet,0
4edeac0eea839,12/6/15,23,F,Houston,Mobile,0
4f25c0d73b67c,2/1/16,25,M,Houston,Tablet,0
4f073bab17f5f,1/6/16,48,F,Tampa,Tablet,0
4e9191d76b02e,10/9/15,39,F,Birmingham,Tablet,0
4ea74343398fb,10/25/15,37,F,Mobile,Desktop,0
4f0c899d4dac5,1/10/16,34,F,Charlotte,Mobile,0
4f54ffa1f21c9,3/5/16,25,F,Birmingham,Tablet,0
4f032c60b4580,1/3/16,18,M,Houston,Mobile,0
4e936b527b5fe,10/10/15,34,F,Mobile,Desktop,0
4e62fa60a0579,9/3/15,27,F,Houston,Mobile,0
4e8cef9390272,10/5/15,47,F,Birmingham,Mobile,0
4e80d94479ec1,9/26/15,27,M,Houston,Tablet,0
4f25d337cb70a,2/1/16,38,F,Houston,Mobile,0
4f5a358bb61b2,3/9/16,44,F,Tampa,Mobile,0
4e73a76c960da,9/16/15,47,F,Tampa,Mobile,0
4f288305499ba,2/1/16,39,F,Detroit,Tablet,0
4f47aab98a2c1,3/22/16,20,F,Birmingham,Mobile,0
4e53dae15fb8e,8/23/15,31,F,Austin,Mobile,0
4f4ff437e3400,3/1/16,41,M,Detroit,Tablet,0
4f31b9373da94,2/7/16,27,F,Austin,Mobile,0
4f10e0af7ef90,1/13/16,50,F,Detroit,Tablet,0
4ed9a63ac4445,12/2/15,19,F,Austin,Mobile,0
4ee982f0d6272,12/14/15,32,F,Houston,Tablet,0
4f44ea90cfb70,2/22/16,26,F,Houston,Mobile,0
4effa80e60d8b,1/3/16,52,F,Birmingham,Mobile,0
4f08978cb0f48,1/7/16,55,M,Austin,Mobile,0
4efe23d0456b7,12/30/15,43,M,Houston,Tablet,0
4eedd01712507,12/18/15,26,F,Austin,Mobile,0
4f2e2974f10ee,2/4/16,18,F,Detroit,Mobile,0
4f302c2ec561f,3/2/16,60,F,Mobile,Desktop,0
4e7534458fbcc,9/17/15,24,F,Mobile,Mobile,0
4f66e12ae8f44,3/19/16,21,M,Houston,Mobile,0
4f34332025e6a,2/9/16,19,F,Houston,Mobile,0
4f0b9fd9034d9,1/9/16,18,F,Houston,Mobile,0
4e977c6c98c8c,10/13/15,40,F,Birmingham,Mobile,0
4f5c3fcd18e33,3/10/16,43,M,Houston,Mobile,0
4ec333f47c1d1,11/15/15,23,F,Detroit,Tablet,0
4f33deb0051db,2/9/16,31,F,Birmingham,Mobile,0
4eae7095a0d18,11/1/15,32,F,Houston,Tablet,0
4f2eb80dcafa0,2/5/16,39,F,Austin,Mobile,0
4e52d3f7416b5,8/22/15,18,F,Houston,Mobile,0
4f295d3e53e99,2/1/16,19,F,Houston,Mobile,0
4e5dbcf87bed2,8/30/15,19,F,Houston,Mobile,0
4f1c93b87736a,1/22/16,33,F,Birmingham,Tablet,0
4f207c29a74b5,1/25/16,21,F,Birmingham,Mobile,0
4e8a820fccca4,10/3/15,30,F,Detroit,Mobile,0
4e6399723b860,9/4/15,39,F,Detroit,Tablet,0
4ec49edfa419b,11/16/15,27,M,Houston,Mobile,0
4f370e7e1b5bc,2/11/16,18,M,Houston,Mobile,0
4f22e2c2d6a00,1/27/16,37,F,Houston,Mobile,0
4e4ed4b39dca3,8/19/15,23,F,Houston,Mobile,0
4f519c54399e1,3/2/16,43,M,Mobile,Mobile,0
4ea8e2c8ac98a,10/27/15,41,F,Austin,Mobile,0
4f74f8d45b3a0,3/29/16,20,F,Austin,Mobile,0
4e76b9c26b315,9/18/15,24,M,Tampa,Mobile,0
4e3e38e4a7935,8/7/15,33,F,Birmingham,Mobile,0
4e94a1cb0ff54,10/11/15,24,F,Houston,Tablet,0
4f55262cf2222,3/5/16,23,F,Tampa,Mobile,0
4f30ecb0b80b3,2/7/16,54,F,Detroit,Mobile,0
4e36ea8f4c791,8/1/15,24,M,Mobile,Desktop,0
4ecbecfc4196f,11/22/15,38,F,Austin,Mobile,0
4f329c3271a95,2/8/16,50,F,Houston,Tablet,0
4ed53d01017a8,11/29/15,61,F,Austin,Tablet,0
4ea4f0e2aa0c3,10/23/15,39,F,Houston,Tablet,0
4f2bc0b23627d,2/3/16,59,F,Houston,Tablet,0
4edbb86af23cc,12/4/15,36,F,Birmingham,Mobile,0
4ee4fc3b487d3,12/11/15,35,F,Birmingham,Mobile,0
4f158862d152d,1/17/16,35,F,Birmingham,Tablet,0
4eb179619d807,11/2/15,31,F,Birmingham,Mobile,0
4e36e154872e7,8/1/15,28,F,Birmingham,Mobile,0
4ed06c6aed420,11/26/15,50,F,Houston,Mobile,0
4f2ab3141f11f,2/2/16,20,F,Tampa,Mobile,0
4e4ab1b07a280,8/16/15,41,F,Houston,Tablet,0
4e5155a04b95f,8/21/15,30,F,Birmingham,Mobile,0
4e68f57fa8efd,9/8/15,28,F,Birmingham,Mobile,0
4efccd7f0b701,12/29/15,27,F,Detroit,Tablet,0
4e45cdf577a1b,8/12/15,57,F,Austin,Tablet,0
4e665c3d2f159,9/6/15,31,F,Houston,Tablet,0
4f71ddadc9861,3/27/16,34,F,Detroit,Tablet,0
4ea8a05ab4a0e,10/26/15,50,M,Detroit,Mobile,0
4f31972250938,2/7/16,18,F,Houston,Tablet,0
4f17de3fdca79,1/19/16,19,F,Houston,Mobile,0
4ebaf9ed46040,11/9/15,21,F,Birmingham,Mobile,0
4eaec3f8e3a14,11/1/15,27,F,Mobile,Desktop,0
4ec57d876650b,11/17/15,38,F,Birmingham,Tablet,0
4ece505014e35,11/24/15,43,M,Tampa,Mobile,0
4ea841b52e982,11/20/15,28,M,Houston,Tablet,0
4f4ad4eb18c04,2/26/16,53,F,Austin,Mobile,0
4f4ad2e4022c7,2/26/16,40,F,Birmingham,Mobile,0
4f7377337f9a2,3/28/16,43,M,Mobile,Mobile,0
4f3d18fd9d40f,2/16/16,37,F,Austin,Mobile,0
4ef153e0649a2,12/20/15,37,F,Houston,Mobile,0
4f3fcf967e92c,2/18/16,51,F,Austin,Mobile,0
4ee4e5fe23734,12/11/15,58,M,Tampa,Mobile,0
4f28cf7d815d9,2/1/16,34,F,Houston,Tablet,0
4eaf580dc1421,12/18/15,40,F,Tampa,Mobile,0
4eb3ef6a1eb04,11/4/15,32,M,Houston,Mobile,0
4e8298bcd3d70,9/27/15,25,F,Houston,Mobile,0
4f273a15012aa,2/1/16,22,F,Austin,Tablet,0
4f24129285371,2/1/16,27,F,Tampa,Mobile,0
4f2ab6c156043,2/2/16,21,F,Houston,Tablet,0
4eb20c2083296,11/2/15,34,F,Mobile,Desktop,0
4f3fdeaba150c,2/18/16,19,F,Mobile,Tablet,0
4f4bd248df0c6,2/27/16,26,F,Birmingham,Tablet,0
4f08a2f7070a5,1/7/16,21,F,Birmingham,Tablet,0
4f32bfe7a9865,2/8/16,22,F,Tampa,Tablet,0
4ee55ca0d4222,12/11/15,20,F,Tampa,Mobile,0
4f2e203e50937,2/4/16,31,F,Detroit,Mobile,0
4e8a540d4ea88,10/3/15,42,F,Detroit,Tablet,0
4f08c45cb52cf,1/7/16,19,F,Houston,Mobile,0
4f32c32f1db16,2/8/16,20,F,Birmingham,Mobile,0
4f1091223204a,1/13/16,61,F,Birmingham,Mobile,0
4e598162e6d25,8/27/15,19,F,Houston,Mobile,0
4ee4c2d6500f1,12/11/15,23,F,Houston,Mobile,0
4ec9ae155aa34,11/20/15,21,F,Tampa,Mobile,0
4e48980bebffb,8/14/15,29,F,Mobile,Mobile,0
4f30f6fb18c15,2/7/16,45,M,Austin,Tablet,0
4f6d1872e9278,3/23/16,29,F,Birmingham,Tablet,0
4f163ad9d5376,1/30/16,45,F,Houston,Tablet,0
4f457b4e411f5,3/1/16,50,F,Houston,Mobile,0
4ed70d1157c16,12/1/15,18,F,Houston,Tablet,0
4f589df07afbe,3/8/16,50,F,Birmingham,Mobile,0
4ea560b6c2aa6,10/24/15,35,F,Austin,Mobile,0
4f10c30d4df04,1/13/16,48,F,Mobile,Desktop,0
4f106885a9736,1/13/16,43,F,Austin,Mobile,0
4e948f6062d5e,10/11/15,19,F,Austin,Tablet,0
4f387c440f10d,2/12/16,41,F,Tampa,Mobile,0
4f47d1832b2c6,2/24/16,41,F,Birmingham,Tablet,0
4eb094d75809e,11/1/15,35,F,Birmingham,Mobile,0
4ead7664eedeb,11/1/15,39,F,Tampa,Mobile,0
4f03ce1eb1793,1/3/16,30,F,Birmingham,Mobile,0
4edffad657c96,12/7/15,52,F,Tampa,Mobile,0
4e3eb58186251,8/7/15,33,F,Detroit,Tablet,0
4ed27c2cd0df0,11/27/15,24,F,Birmingham,Mobile,0
4f1db896d6e3e,1/23/16,49,F,Austin,Mobile,0
4e57d94ee78a9,8/26/15,18,F,Birmingham,Mobile,0
4ed7f25e5d1cc,12/1/15,27,M,Detroit,Tablet,0
4ece99eac5669,11/24/15,32,F,Detroit,Mobile,0
4ef9e9ba38fd6,12/27/15,41,F,Birmingham,Mobile,0
4ea8d1e1bae16,1/11/16,65,M,Detroit,Tablet,0
4edf99aeb5a23,12/7/15,36,F,Houston,Tablet,0
4f33c9eb3d6be,2/9/16,18,F,Houston,Mobile,0
4e6d01cc37218,9/11/15,25,M,Austin,Tablet,0
4f42901168cd2,2/20/16,49,F,Houston,Mobile,0
4f333650b53f3,2/8/16,19,F,Houston,Mobile,0
4ea51d4b1c027,10/24/15,32,F,Birmingham,Mobile,0
4ea07f0e062ac,10/20/15,23,F,Tampa,Mobile,0
4f09e54ad7a74,1/8/16,56,F,Mobile,Desktop,0
4ea3068087d69,10/22/15,40,F,Tampa,Mobile,0
4e9720db1a160,10/13/15,39,F,Birmingham,Tablet,0
4ebd6d6e30955,11/11/15,18,F,Houston,Tablet,0
4f3c16aac114d,2/15/16,35,F,Detroit,Mobile,0
4f224d2641e23,1/26/16,57,F,Birmingham,Tablet,0
4f4d794053189,2/28/16,34,F,Houston,Tablet,0
4e443a9fc8fd6,8/11/15,26,F,Birmingham,Tablet,0
4ef8f205c03ea,12/26/15,41,F,Houston,Mobile,0
4e43e07f9b706,8/11/15,20,F,Austin,Mobile,0
4f6680901aea4,3/18/16,40,M,Birmingham,Mobile,0
4e73769435043,9/16/15,31,F,Houston,Tablet,0
4f4e434c4e73e,2/29/16,56,M,Houston,Tablet,0
4ede31fb12b59,12/6/15,24,F,Mobile,Desktop,0
4ea5b84c3ffbe,10/24/15,27,F,Birmingham,Mobile,0
4e43928123d6d,8/11/15,36,F,Austin,Tablet,0
4ef0d9f2e7814,12/20/15,37,F,Charlotte,Mobile,0
4f4c24a684522,2/27/16,19,F,Houston,Mobile,0
4f17210436eaa,1/18/16,40,F,Houston,Mobile,0
4e5534ad50d5b,8/24/15,28,F,Mobile,Desktop,0
4f1342ae53026,1/15/16,20,F,Birmingham,Mobile,0
4f0dc70d9993b,1/11/16,40,M,Detroit,Mobile,0
4e5714f2553e1,8/25/15,23,M,Houston,Tablet,0
4e8473cd72e06,9/29/15,25,F,Tampa,Mobile,0
4ef92356c2ba3,12/26/15,36,F,Tampa,Mobile,0
4ec6b2fd19c3b,11/18/15,47,F,Tampa,Mobile,0
4f2b5b212ea41,2/2/16,42,F,Birmingham,Tablet,0
4f4d74339935e,2/28/16,22,F,Birmingham,Tablet,0
4ecbf48d7a7d4,11/22/15,18,F,Houston,Tablet,0
4ec6c5de4e6e6,11/18/15,21,F,Austin,Mobile,0
4ebc7f5f9ca51,11/10/15,31,F,Birmingham,Mobile,0
4eca611ea0239,11/21/15,58,F,Tampa,Mobile,0
4eb1de48e29e6,11/2/15,39,F,Birmingham,Mobile,0
4e8fd4d8b4e94,10/7/15,70,F,Detroit,Mobile,0
4f5fbb112ee6d,3/13/16,50,F,Birmingham,Mobile,0
4f1e13831f4dd,1/23/16,19,M,Houston,Mobile,0
4e8f1f7c7db30,10/7/15,23,F,Houston,Mobile,0
4e9a03bd1d48a,10/15/15,51,F,Birmingham,Mobile,0
4f4d60818fe8e,2/28/16,25,F,Birmingham,Mobile,0
4e56c594c443c,8/25/15,39,F,Tampa,Mobile,0
4f75daa64f21b,3/30/16,65,F,Birmingham,Tablet,0
4f14633901943,1/16/16,30,F,Austin,Mobile,0
4ea86facc7aa0,10/26/15,24,F,Mobile,Mobile,0
4f389fb4cf9ef,2/12/16,51,F,Mobile,Desktop,0
4f20718b8babe,1/25/16,36,F,Austin,Mobile,0
4f69076031a7e,3/20/16,33,F,Houston,Mobile,0
4f0dd2aacd92a,1/11/16,41,F,Houston,Mobile,0
4f625701b3385,3/15/16,33,F,Austin,Mobile,0
4e96f576e7573,10/13/15,34,F,Detroit,Tablet,0
4e465e944efb1,8/13/15,21,M,Detroit,Mobile,0
4e43d9fb15af4,8/11/15,26,F,Houston,Tablet,0
4f4cfe9c74418,2/28/16,43,F,Tampa,Mobile,0
4f616b8c5146b,3/14/16,36,F,Austin,Mobile,0
4f02145ed2930,1/2/16,18,F,Houston,Tablet,0
4e55af94f3a99,8/24/15,36,M,Houston,Mobile,0
4ef9e2dc8d556,12/27/15,40,F,Houston,Mobile,0
4f5f3c0018f41,3/13/16,20,F,Houston,Mobile,0
4e7b41e9b27b4,9/22/15,46,F,Houston,Tablet,0
4f055703eaa6a,1/5/16,58,M,Tampa,Mobile,0
4ee5df3623125,12/12/15,26,F,Houston,Mobile,0
4f615d0eee623,3/14/16,22,F,Mobile,Desktop,0
4e7b2bd8dfe3b,9/22/15,18,F,Houston,Mobile,0
4f340088484da,2/9/16,40,F,Houston,Tablet,0
4f613eca9b3e5,3/14/16,38,F,Houston,Tablet,0
4eb2f3363067f,11/3/15,52,F,Austin,Mobile,0
4f0e58058873a,1/11/16,60,M,Houston,Mobile,0
4f0779a39d0e4,1/6/16,19,F,Houston,Mobile,0
4f20771957a31,1/25/16,28,F,Detroit,Mobile,0
4ee5664404986,12/11/15,45,F,Houston,Mobile,0
4ebe6bae9b464,11/12/15,50,F,Houston,Mobile,0
4e6e73fd3dfec,9/12/15,32,F,Houston,Tablet,0
4e81f3f0e92af,9/27/15,30,F,Tampa,Tablet,0
4ec4004a1b1e9,11/16/15,18,F,Birmingham,Mobile,0
4f33d76390a44,2/9/16,21,F,Birmingham,Mobile,0
4eb73c7645340,11/6/15,18,M,Houston,Mobile,0
4f2206e62cd49,1/26/16,21,F,Houston,Tablet,0
4f18e47dbd8e8,1/19/16,37,F,Birmingham,Mobile,0
4f2a9a76ceffa,2/2/16,18,M,Houston,Mobile,0
4f1ffa2c748cd,1/25/16,40,F,Birmingham,Mobile,0
4ed68ab9efa2e,12/1/15,40,F,Houston,Mobile,0
4ed57fa2c706f,11/29/15,21,F,Birmingham,Mobile,0
4eb97a183dc3a,11/8/15,23,F,Birmingham,Tablet,0
4f174ecda8982,1/18/16,20,F,Birmingham,Tablet,0
4ec15cc557790,11/14/15,41,F,Birmingham,Tablet,0
4ed7e4f9497a5,12/1/15,32,F,Houston,Mobile,0
4f0e3d784a07b,1/13/16,64,F,Tampa,Mobile,0
4eb6a998c5f32,11/6/15,19,F,Houston,Mobile,0
4f1efb1bcad7b,1/24/16,21,F,Birmingham,Tablet,0
4ec666c84c9de,11/18/15,26,M,Charlotte,Mobile,0
4ea2fab8c02f7,10/22/15,23,F,Detroit,Mobile,0
4eb9b67ed3e1d,11/8/15,45,F,Austin,Mobile,0
4e9a0949299a6,10/15/15,23,F,Tampa,Mobile,0
4e5035d336161,8/20/15,24,F,Mobile,Desktop,0
4e5305c08fd96,8/22/15,57,F,Mobile,Desktop,0
4f37bcc71be30,2/12/16,35,F,Mobile,Mobile,0
4f19b26362436,1/20/16,37,F,Birmingham,Mobile,0
4e95147660d99,10/11/15,25,F,Houston,Mobile,0
4ec94ac85ab90,11/20/15,41,F,Detroit,Mobile,0
4f26d8f20e73b,2/1/16,57,F,Tampa,Mobile,0
4ed55eea270c7,12/1/15,48,F,Austin,Mobile,0
4f47b7e8e2e47,2/24/16,47,F,Tampa,Mobile,0
4f432a922e5d4,2/20/16,36,F,Birmingham,Mobile,0
4f767200ccd5b,3/30/16,31,F,Birmingham,Tablet,0
4f73a1ffc235c,3/28/16,25,M,Houston,Mobile,0
4ea17d81de071,10/21/15,33,F,Birmingham,Mobile,0
4ef94ef569329,12/26/15,18,M,Birmingham,Mobile,0
4eda4792ef807,12/3/15,50,F,Austin,Mobile,0
4f1b099cebdeb,1/21/16,44,F,Austin,Mobile,0
4ec3e29f0a539,11/16/15,20,F,Birmingham,Mobile,0
4ecd468ea9364,11/23/15,44,F,Birmingham,Mobile,0
4ee6186de1f67,12/12/15,50,F,Tampa,Mobile,0
4e701376717e4,9/13/15,30,F,Birmingham,Mobile,0
4e72c6723baa8,9/15/15,23,F,Mobile,Mobile,0
4e6eb6a69a1d5,9/12/15,37,F,Mobile,Desktop,0
4ec1f7df3fecb,11/14/15,27,M,Detroit,Mobile,0
4eb9a18d0c0bc,11/8/15,27,F,Birmingham,Mobile,0
4f3d743fce863,2/16/16,34,F,Mobile,Desktop,0
4ec020e4042a4,11/13/15,22,F,Tampa,Mobile,0
4f627af9502f5,3/15/16,25,M,Detroit,Mobile,0
4f0dfef746557,1/11/16,48,F,Detroit,Mobile,0
4f2ef8437e557,2/5/16,42,M,Birmingham,Mobile,0
4e39920543614,8/3/15,18,F,Birmingham,Mobile,0
4ebb0f31e324c,11/9/15,42,F,Houston,Mobile,0
4ed64af4c1f18,11/30/15,34,F,Mobile,Desktop,0
4f2c97fa3b7b0,2/3/16,19,M,Houston,Mobile,0
4f20bd0b21b2c,1/25/16,29,F,Houston,Mobile,0
4e566e4fe5592,8/25/15,37,F,Tampa,Mobile,0
4f4397a192c7d,2/21/16,31,F,Austin,Mobile,0
4eff0c92eb715,12/31/15,27,M,Tampa,Mobile,0
4f0b180126d94,1/9/16,32,F,Mobile,Desktop,0
4f59984882d60,3/8/16,36,F,Birmingham,Tablet,0
4f2b273ebad1b,3/21/16,51,F,Birmingham,Mobile,0
4ec9eb1ecbf10,11/20/15,19,F,Birmingham,Mobile,0
4f2caf830b8e9,2/3/16,52,F,Birmingham,Mobile,0
4f0255b00421e,1/2/16,60,M,Austin,Tablet,0
4f21fb0d25ace,1/26/16,30,F,Houston,Mobile,0
4f3357ae6791d,2/8/16,20,F,Austin,Tablet,0
4e81e3157ccf6,9/27/15,38,F,Austin,Mobile,0
4f207c7b5b652,1/25/16,24,F,Detroit,Mobile,0
4f0e8abfac5f4,1/11/16,22,F,Mobile,Mobile,0
4e3c96d4b5c65,8/5/15,19,F,Tampa,Mobile,0
4f330a0f886d7,2/8/16,27,F,Mobile,Desktop,0
4ede33def09c9,12/6/15,27,F,Houston,Mobile,0
4ef286921d5fc,12/21/15,20,F,Tampa,Mobile,0
4f19ca9cd0caf,1/20/16,28,M,Tampa,Mobile,0
4f301ffd9f33b,2/6/16,41,F,Austin,Mobile,0
4e573450b8da0,8/25/15,21,F,Birmingham,Tablet,0
4e9b2679d7ac3,10/16/15,34,F,Birmingham,Tablet,0
